Name,"Sub Category","Plan","AUM","Average YTM","% Away from ATH","% Other Holdings","% Sovereign Debt Holding","% Largecap Holding","% Midcap Holding","% Poorly Rated Bonds","% Corporate Debt Holding","% B Rated Bonds","% Concentration - Top 10 Holdings"
Groww Overnight Fund,"Overnight Fund","Growth","82.71562729499999","7.09","0","0","0","0","0","0","0","0","100"
ICICI Pru Retirement Fund-Pure Debt Plan,"Solution Oriented, Retirement Fund - Debt Oriented","Growth","82.678405289","7.6","0.51","0","38.872756937785894","0","0","0","54.93024423192539","0","69.47544692346186"
LIC MF Technology Fund,"Sectoral Fund - Technology","Growth","82.1823","0","0","0","0","42.04640171910497","31.150381529842793","0","0","0","63.27773742034475"
Bandhan Long Duration Fund,"Long Duration Fund","Growth","81.7797","7.47","2.36","0","91.33850621336197","0","0","0","0","0","99.99999999999994"
Invesco India Nifty G-sec Jul 2027 Index Fund,"Index Funds - Debt Oriented","Growth","81.5499","6.02","0.06","0","96.98460109425243","0","0","0","0","0","100.00000000000001"
PGIM India Corp Bond Fund,"Corporate Bond Fund","Growth","81.3723","7.36","0.61","0","12.685766532345786","0","0","0","72.80782280948185","0","66.16661935326883"
Groww Silver ETF FOF,"FoFs (Domestic) - Silver","Growth","80.783497497","0","26.17","0","0","0","0","0","0","0","99.99999999999999"
Mirae Asset Hang Seng TECH ETF FoF,"FoFs (Overseas)","Growth","80.3728","0","29.76","0","0","0","0","0","0","0","100"
Nippon India FMP-XLIV-1-1743D,"Fixed Maturity Plans","Growth","79.20479999999999","0","0.03","0","97.72318405760356","0","0","0","0","0","95.99001821818247"
Nippon India BSE Sensex Next 30 Index Fund,"Index Fund","Growth","79.089","0","1.61","0","0","89.83419965944178","10.310279022688372","0","0","0","44.095873455263735"
UTI Nifty500 Shariah Index Fund,"Index Fund","Growth","78.4471","0","1.38","0","0","56.74320656850284","28.994188440362993","0","0","0","32.19825844422546"
Axis Nifty500 Quality 50 Index Fund,"Index Fund","Growth","77.8964","0","1.91","0","0","43.918437822543794","29.191838133726336","0","0","0","38.48774782916797"
Groww Multi Asset Omni FOF,"FoFs (Domestic) - Hybrid","Growth","76.136607774","0","1.72","0","0","0","0","0","0","0","94.59548104478961"
Motilal Oswal Asset Allocation Passive FoF-Conservative,"FoFs (Domestic) - Hybrid","Growth","76.007","0","0.87","0","0","0","0","0","0","0","100.00000000000001"
Navi Liquid Fund,"Liquid Fund","Growth","75.931443","5.73","0","0","0","0","0","0","19.76765409291643","0","92.85595296799501"
Kotak NIFTY Midcap 50 Index Fund,"Index Fund","Growth","75.3764","0","0.75","0","0","15.614701683816161","84.30569780461788","0","0","0","32.999188074782026"
DSP Nifty IT Index Fund,"Index Fund","Growth","75.2421","0","25.59","0","0","82.35881242017437","17.54044610663445","0","0","0","99.89925852680882"
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF,"FoFs (Overseas)","Growth","74.8589","0","4.63","0","0","0","0","0","0","0","100.00000000000009"
UTI Nifty Alpha Low-Volatility 30 Index Fund,"Index Fund","Growth","74.5712","0","9.16","0","0","89.68462355440171","10.2947250413028","0","0","0","39.90977750123371"
Tata Nifty G-Sec Dec 2026 Index Fund,"Index Funds - Debt Oriented","Growth","73.5591299253","5.88","0","0","94.43069822949211","0","0","0","0","0","100.0000000000001"
Samco Mid Cap Fund,"Mid Cap Fund","Growth","73.2964","0","2.27","0","0","23.526939931565543","70.70019809977023","0","0","0","41.5702544736167"
Quantum Multi Asset Active FoF,"FoFs (Domestic) - Hybrid","Growth","73.1057","0","4.44","0","0","0","0","0","0","0","100.00000000000004"
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund,"Index Fund","Growth","72.81629983709999","0","5.22","0","0","52.54647666195372","28.379222847397852","0","0","0","43.32093236070742"
TRUSTMF Arbitrage Fund,"Arbitrage Fund","Growth","72.6718","0","0.07","0","0","48.67926761137055","8.75594109406951","0","0","0","58.06764109324384"
Bajaj Finserv ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","71.231201","0","2.71","0","0","41.61610045587738","10.11588837749709","0","0","0","45.177340063125264"
Baroda BNP Paribas Income Plus Arbitrage Active FoF,"FoFs (Domestic) - Hybrid","Growth","70.66329999999999","0","0.19","0","0","0","0","0","0","0","100.00000000000004"
HSBC Asia Pacific (Ex Japan) DYF,"FoFs (Overseas)","Growth","70.6613","0","2.63","0","0","0","0","0","0","0","100.00000000000003"
Motilal Oswal Special Opportunities Fund,"Thematic Fund","Growth","69.7391","0","2.77","0","0","29.872338472965666","25.40210584879931","0","0","0","54.02622058500898"
360 ONE ELSS Tax Saver Nifty 50 Index Fund,"Equity Linked Savings Scheme (ELSS)","Growth","69.7185915908739","0","9.93","0","0","98.73767916305827","0.66973829984988","0","0","0","53.298436417158015"
Mirae Asset Nifty SDL June 2028 Index Fund,"Index Funds - Debt Oriented","Growth","69.0858","7","0.06","0","96.53908617979373","0","0","0","0","0","92.24268952519901"
Mirae Asset Nifty Metal ETF FOF,"FoFs (Domestic) - Equity Oriented","Growth","69.0639","0","2.79","0","0","0","0","0","0","0","99.99999999999994"
DSP US Specific Debt Passive FoF,"FoFs (Overseas)","Growth","68.66","3.87","0","0","0","0","0","0","0","0","100"
Zerodha Overnight Fund,"Overnight Fund","Growth","68.5898","5.33","0","0","0","0","0","0","0","0","99.99999999999996"
Groww Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","68.55847258099999","0","3.83","0","0","39.14609577144774","21.21477948887503","0","0","0","45.48038210326359"
Nippon India FMP-XLI-8-3654D,"Fixed Maturity Plans","Growth","68.415","0","0.65","0","98.99823802823677","0","0","0","0","0","82.16908821823117"
Tata Nifty Financial Services Index Fund,"Index Fund","Growth","68.1624738631","0","11.06","0","0","94.50977399878991","4.779609388214535","0","0","0","84.38924930384559"
Aditya Birla SL BSE 500 Momentum 50 Index Fund,"Index Fund","Growth","67.97149999999999","0","5.28","0","0","53.367220084888544","40.32690171616046","0","0","0","39.74665852599987"
DSP Nifty Private Bank Index Fund,"Index Fund","Growth","67.9012","0","10.96","0","0","80.88457935942219","16.32136103632925","0","0","0","100.13843643411306"
ICICI Pru FMP-88-1303D-S,"Fixed Maturity Plans","Growth","67.80041501310001","0","0","0","94.9047767602825","0","0","0","0","0","98.8931754490075"
UTI Long Duration Fund,"Long Duration Fund","Growth","67.5586","7.25","3.59","0","80.64125070679384","0","0","0","0","0","100.00000000000004"
Bandhan Nifty Smallcap 250 Index Fund,"Index Fund","Growth","67.4508","0","10.61","0","0","0","10.040565804609408","0","0","0","11.649135954598181"
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund,"Index Funds - Debt Oriented","Growth","67.3398","6.72","0.1","0","95.51786193297599","0","0","0","0","0","100"
Navi Nifty India Manufacturing Index Fund,"Index Fund","Growth","67.24137999999999","0","2.5","0","0","71.25502427829333","24.607331122338714","0","0","0","38.634433739891726"
Axis Nifty SDL Sep 2026 Debt Index Fund,"Index Funds - Debt Oriented","Growth","65.7911","5.69","0","0","97.26456921984881","0","0","0","0","0","98.7889592969261"
Union Income Plus Arbitrage Active FOF,"FoFs (Domestic) - Hybrid","Growth","65.4944","7.16","0.46","0","0","0","0","0","0","0","100.00000000000003"
Sundaram Income Plus Arbitrage Active FoF,"FoFs (Domestic) - Hybrid","Growth","65.270828","0","0.06","0","0","0","0","0","0","0","99.99999999999996"
Kotak Multi Asset Active FOF,"FoFs (Domestic) - Hybrid","Growth","64.8783","0","0.96","0","0","0","0","0","0","0","100.00000000000004"
UTI CRISIL SDL Maturity June 2027 Index Fund,"Index Funds - Debt Oriented","Growth","64.7696","6.28","0.05","0","96.75634865739472","0","0","0","0","0","91.06370890047174"
TRUSTMF FMP-SR-II,"Fixed Maturity Plans","Growth","64.4462","0","0","0","0","0","0","0","64.63777760319668","0","83.2996751251208"
Taurus ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","64.375","0","8.29","0","0","66.59993849157647","11.82344260953719","0","0","0","61.929530532725025"
Bank of India Conservative Hybrid Fund,"Conservative Hybrid Fund","Growth","64.37","6.92","0.96","0","17.843015132896802","13.805382591889233","6.499999234862138","0","39.007187705152596","0","66.00966828212776"
UTI FTIF-XXXVI-I(1574D),"Fixed Maturity Plans","Growth","63.5586","0","0.06","0","99.5766111903031","0","0","0","0","0","99.99999999999997"
Sundaram LT Micro Cap Tax Adv Fund-Sr III,"Equity Linked Savings Scheme (ELSS)","Growth","63.44403348791","0","2.99","0","0","2.1688124811368","8.5727189517318","0","0","0","44.98108778735907"
Bank of India Midcap Tax Fund-Sr 1,"Equity Linked Savings Scheme (ELSS)","Growth","63.2284","0","2.08","0","0","21.5918795984083","61.227549645412495","0","0","0","35.78977168487579"
Aditya Birla SL BSE 500 Quality 50 Index Fund,"Index Fund","Growth","62.4502","0","1.53","0","0","59.89175223583968","28.240609473335542","0","0","0","40.83206359721761"
PGIM India Equity Savings Fund,"Equity Savings","Growth","62.27439999999999","7.05","1.31","0","13.336679055777502","17.651998489456027","2.156831567719409","0","5.10454554488899","0","82.58866164477043"
Motilal Oswal BSE Quality Index Fund,"Index Fund","Growth","61.1655","0","7.83","0","0","63.88209039409472","33.17883447368204","0","0","0","57.4967914919358"
Mirae Asset Nifty 50 Index Fund,"Index Fund","Growth","61.0661","0","10.01","0","0","99.38869520077424","0.671731124142528","0","0","0","53.71752903820614"
PGIM India Global Select Real Estate Securities FoF,"FoFs (Overseas)","Growth","60.54600000000001","0","0","0","0","0","0","0","0","0","100"
Groww Value Fund,"Value Fund","Growth","59.58656561","0","5.58","0","0","50.967995969262645","7.026564798439202","0","0","0","42.4084422082181"
Kotak Nifty 50 Equal Weight Index Fund,"Index Fund","Growth","59.1126","0","4.35","0","0","97.99348562817396","1.91021790033146","0","0","0","22.10933197279372"
ICICI Pru BSE 500 ETF FOF,"FoFs (Domestic) - Equity Oriented","Growth","58.900706936","0","8.33","0","0","0","0","0","0","0","99.99999999999999"
DSP Nifty Bank Index Fund,"Index Fund","Growth","58.59479999999999","0","12.91","0","0","76.12177189784758","23.814399912620242","0","0","0","86.53225200871066"
Angel One Nifty Total Market Index Fund,"Index Fund","Growth","58.0232009759999","0","5.94","0","0","66.59689686714006","18.929820358485884","0","0","0","29.21656738140322"
Kotak Quality Overseas Equity Omni FOF,"FoFs (Overseas)","Growth","58.0155","0","0","0","0","0","0","0","0","0","99.99999999999982"
UTI Nifty Midcap 150 Index Fund,"Index Fund","Growth","57.679899999999996","0","1.53","0","0","13.645668874972609","80.69572968522202","0","0","0","18.205606629450312"
Tata BSE Quality Index Fund,"Index Fund","Growth","57.2175149808","0","2.86","0","0","63.89005187007315","33.199274743711364","0","0","0","57.50319637446788"
Baroda BNP Paribas Nifty 50 Index Fund,"Index Fund","Growth","57.126400000000004","0","10.07","0","0","99.26898946896706","0.671668440510867","0","0","0","53.59010895137802"
Quantum Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","56.8755","0","5.86","0","27.11165732457837","38.23190447798151","7.0327251235469195","0","0","0","66.08500538479933"
SBI Nifty100 Low Volatility 30 Index Fund,"Index Fund","Growth","56.2622","0","8.32","0","0","93.77470242151466","6.18884431665733","0","0","0","37.8834776411784"
Quant Overnight Fund,"Overnight Fund","Growth","55.9234","4.95","0","0","0","0","0","0","0","0","99.99999999999999"
Motilal Oswal 5 Year G-Sec FoF,"FoFs (Domestic) - Debt Oriented","Growth","55.5809","0","2.46","0","0","0","0","0","0","0","100.00000000000003"
Groww Nifty India Railways PSU Index Fund,"Index Fund","Growth","55.178022216","0","22.46","0","0","37.08177703779119","51.98857504479718","0","0","0","94.4003828101979"
ITI Liquid Fund,"Liquid Fund","Growth","54.643699999999995","5.99","0","0","0","0","0","0","0","0","99.21363304461445"
DSP FMP 264-60M & 17D,"Fixed Maturity Plans","Growth","54.1391","0","0","0","98.68671625498028","0","0","0","0","0","99.99889174367514"
JM Dynamic Bond Fund,"Dynamic Bond Fund","Growth","53.15322482","6.94","0.33","0","22.96472611273635","0","0","0","37.42908462726833","0","80.7954354405246"
Motilal Oswal BSE 1000 Index Fund,"Index Fund","Growth","52.3375","0","6.2","0","0","65.61689971082438","18.609293242746062","0","0","0","29.24053519968436"
Axis BSE Sensex Index Fund,"Index Fund","Growth","52.2393","0","11.94","0","0","99.5017907973499","0","0","0","0","64.03590783184309"
Mahindra Manulife Dynamic Bond Fund,"Dynamic Bond Fund","Growth","52.231","7.54","0.35","0","18.40439585686661","0","0","0","66.11265340506594","0","88.1085945128372"
Shriram Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","51.8082","7.33","8.39","0","3.86290201165067","54.22655100929972","4.915438096671955","0","19.02884099428276","0","49.84307503445402"
Taurus Large Cap Fund,"Large Cap Fund","Growth","51.2041","0","7","0","0","80.13537978404075","12.99856847400891","0","0","0","52.78190613642266"
SBI FMP-1-3668D,"Fixed Maturity Plans","Growth","51.069300000000005","0","0.26","0","91.54345174106555","0","0","0","0","0","86.49697567814712"
Mirae Asset Nifty Total Market Index Fund,"Index Fund","Growth","50.218","0","5.96","0","0","66.55721056194992","18.916324823768363","0","0","0","29.200685013341825"
Groww Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","50.116632599000006","6.33","5.56","0","0","47.28796488308527","20.510492582865805","0","6.01307558732533","0","46.15916919458307"
Groww ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","49.772397492","0","12.44","0","0","66.82684032117632","31.253747896111086","0","0","0","37.56227366384145"
Shriram Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","48.9431","6.95","5.72","0","6.13344884161404","52.94617627408154","8.137817179541136","0","14.34032580690639","0","44.0713808483729"
WOC ESG Best-In-Class Strategy Fund,"Thematic Fund","Growth","48.8428","0","10.02","0","0","62.298896523634596","13.39501889411002","0","0","0","49.83255519267467"
Tata Nifty Realty Index Fund,"Index Fund","Growth","48.3467445642","0","33.55","0","0","18.9375729069867","64.89578622679946","0","0","0","100.21191796205424"
DSP 10Y G-Sec Fund,"Gilt - Long Term Fund","Growth","48.3321","7.1","1.63","0","98.0687783067568","0","0","0","0","0","100.00000000000001"
Helios Arbitrage Fund,"Arbitrage Fund","Growth","48.237700000000004","0","0","0","0","64.82440083171458","4.420608776952463","0","0","0","65.88000671673815"
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund,"Index Funds - Debt Oriented","Growth","48.0414","6.07","0.02","0","96.42391770431337","0","0","0","0","0","99.0506105150974"
HSBC Medium to Long Duration Fund Fund,"Medium to Long Duration Fund","Growth","47.9283","7.34","0.85","0","46.679936488463","0","0","0","33.15598508605563","0","72.14276325260863"
Axis Retirement Fund-Conservative Plan,"Solution Oriented, Retirement Fund - Debt Oriented","Growth","47.590201","7.3","4.12","0","57.925406911507","34.15338241906949","3.46765090291698","0","0","0","76.64797164122028"
Invesco India Nifty G-sec Sep 2032 Index Fund,"Index Funds - Debt Oriented","Growth","47.52439999999999","7.04","1.03","0","97.2604221215364","0","0","0","0","0","99.99999999999999"
Nippon India Nifty 500 Quality 50 Index Fund,"Index Fund","Growth","47.309799999999996","0","2.65","0","0","44.693675759854784","27.90921308131999","0","0","0","39.167550956404035"
Unifi Liquid Fund,"Liquid Fund","Growth","46.692762836","5.45","0","0","0","0","0","0","3.46606575550476","0","99.99999999999997"
LIC MF Conservative Hybrid Fund,"Conservative Hybrid Fund","Growth","46.5941","6.82","1.99","0","51.49385866450898","14.561714895233527","2.24534866002348","0","14.36855739245956","0","83.21976387568378"
Quant Equity Savings Fund,"Equity Savings","Growth","46.3698368","0","0.88","0","0","52.55981405567512","20.99554510401037","0","0","0","72.2221649052688"
Franklin India Medium to Long Duration Fund,"Medium to Long Duration Fund","Growth","46.368975811","7.61","0.65","0","54.55199222019327","0","0","0","33.400078186169466","0","83.24896059887236"
Mirae Asset Corp Bond Fund,"Corporate Bond Fund","Growth","46.325500000000005","7.5","0.55","0","16.6174137354157","0","0","0","76.61611855241716","0","55.07657769479013"
DSP FMP 267-1172D,"Fixed Maturity Plans","Growth","46.316","0","0.46","0","99.90413679937816","0","0","0","0","0","99.99999999999999"
Mirae Asset BSE India Defence ETF FOF,"FoFs (Domestic) - Equity Oriented","Growth","46.0418","0","3.75","0","0","0","0","0","0","0","99.99999999999994"
Nippon India Nifty Realty Index Fund,"Index Fund","Growth","45.5713","0","31.6","0","0","19.0185479159468","65.17434959524095","0","0","0","100.64184584139858"
The Wealth Company Balanced Advantage Fund,"Balanced Advantage Fund","Growth","45.024322173","0","2.33","0","0","54.16791685678134","7.37303737132265","0","11.126939303495549","0","41.585237263667246"
Bank of India Arbitrage Fund,"Arbitrage Fund","Growth","44.9063","5.87","0.07","0","0","-0.19017376181071932","-0.051885815575990035","0","0","0","100.31999964370256"
HSBC Aggressive Hybrid Active FOF,"FoFs (Domestic) - Hybrid","Growth","44.684799999999996","0","1.99","0","0","0","0","0","0","0","100.00000000000003"
LIC MF Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","44.5963","7.6","3.44","0","97.7143843771792","0","0","0","0","0","99.99999999999993"
Tata BSE Multicap Consumption 50:30:20 Index Fund,"Index Fund","Growth","44.2944304886","0","8.81","0","0","46.802498127468816","32.40565425870923","0","0","0","33.453641544874834"
Zerodha Nifty 50 Index Fund,"Index Fund","Growth","44.281000000000006","0","10.07","0","0","99.60839108726422","0.673299053580744","0","0","0","53.83895968403006"
Kotak Nifty Smallcap 250 Index Fund,"Index Fund","Growth","43.6271","0","7.37","0","0","0","10.039303885737592","0","0","0","11.64747409600143"
Bank of India Overnight Fund,"Overnight Fund","Growth","42.82020000000001","5.29","0","0","0","0","0","0","0","0","99.99999999999997"
Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70:30 Index Fund,"Equity Savings","Growth","42.458","7.03","1.75","0","29.4801921899289","37.597154835366744","29.857035187714917","0","0","0","45.409581233218745"
Mahindra Manulife Asia Pacific REITs FOF,"FoFs (Overseas)","Growth","42.2142","0","0.72","0","0","0","0","0","0","0","100.00000000000003"
Shriram ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","42.1304","0","15.65","0","0","69.14589435619831","10.287609895682253","0","0","0","41.64923675526658"
Groww Nifty Non-Cyclical Consumer Index Fund,"Index Fund","Growth","41.988781755","0","19.34","0","0","77.20774994654285","22.264462847595667","0","0","0","66.1497321476647"
Bandhan Nifty Total Market Index Fund,"Index Fund","Growth","41.9645","0","7.4","0","0","66.77067037591681","18.970305236566702","0","0","0","29.29473801567793"
Mirae Asset Banking and PSU Fund,"Banking & PSU Fund","Growth","41.66310000000001","7.32","0.46","0","11.544268189356998","0","0","0","65.11565389997381","0","56.215692063240596"
Aditya Birla SL Aggressive Hybrid Omni FOF,"FoFs (Domestic) - Hybrid","Growth","40.999300000000005","0","4.36","0","0","0","0","0","0","0","99.33023246738347"
PGIM India Overnight Fund,"Overnight Fund","Growth","40.8329","5.35","0","0","0","0","0","0","0","0","99.99999999999999"
Nippon India Nifty Auto Index Fund,"Index Fund","Growth","40.8163","0","10.28","0","0","74.9700437004925","23.59179875180238","0","0","0","89.03942190161828"
Groww Arbitrage Fund,"Arbitrage Fund","Growth","40.7688815","0","0.07","0","0","-0.41274096518931763","-0.027262827899754843","0","0","0","100.43589649375107"
Aditya Birla SL Nifty SDL Sep 2027 Index Fund,"Index Funds - Debt Oriented","Growth","40.2703","6.41","0.05","0","95.6543656242938","0","0","0","0","0","98.01640414896336"
SBI FMP-54-1842D,"Fixed Maturity Plans","Growth","40.1301","0","0","0","93.61053174549775","0","0","0","0","0","99.99999999999997"
Arudha Equity Long-Short Fund,"Large Cap Fund","Growth","39.302972603","5.6","1.75","0","1.38414300331291","46.31112098054757","11.060389893924398","0","0","0","63.34217106095942"
Axis US Specific Treasury Dynamic Debt Passive FoF,"FoFs (Overseas)","Growth","39.064699999999995","4.33","0","0","0","0","0","0","0","0","100.00000000000006"
The Wealth Company Small Cap Fund,"Small Cap Fund","Growth","38.804932976","0","3.94","0","0","20.225110008178195","7.119176518714016","0","0","0","30.305724101243822"
Bajaj Finserv Nifty 50 Index Fund,"Index Fund","Growth","38.150898000000005","0","9.83","0","0","99.28215323884888","0.671040525911577","0","0","0","53.655680468874955"
Mirae Asset Nifty LargeMidcap 250 Index Fund,"Index Fund","Growth","37.992","0","4.58","0","0","54.06453990313748","42.93219625184252","0","0","0","22.42235207412085"
ITI Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","37.736999999999995","6.8","0.27","0","7.63363822078221","0","0","0","60.942517131749966","0","88.2454920967993"
The Wealth Company Ethical Fund,"Thematic Fund","Growth","37.574340283","0","4.68","0","0","46.61671343548471","26.71337962130844","0","0","0","34.315732097720094"
ICICI Pru LT Wealth Enhancement Fund,"Equity Linked Savings Scheme (ELSS)","Growth","37.5215653511","0","11.12","0","0","78.86158192793128","1.98925602654293","0","0","0","64.34086577705173"
Groww Dynamic Term Fund,"Dynamic Bond Fund","Growth","37.519849368","6.93","0.58","0","26.346739521340062","0","0","0","13.618110255875637","0","104.15494758205982"
Motilal Oswal Developed Market Ex US ETFs Overseas Equity Passive FOF,"FoFs (Overseas)","Growth","37.333836575999996","0","0","0","0","0","0","0","0","0","100"
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund,"Index Funds - Debt Oriented","Growth","37.234","7.56","0.2","0","0","0","0","0","94.44773325455229","0","95.09298759198582"
Kotak Nifty Top 10 Equal Weight Index Fund,"Index Fund","Growth","37.1069","0","15.39","0","0","99.9582660308676","0","0","0","0","99.9582660308676"
SBI FMP-6-3668D,"Fixed Maturity Plans","Growth","36.8951","0","0.27","0","94.43882792023877","0","0","0","0","0","89.75934473683499"
ICICI Pru Nifty EV & New Age Automotive ETF FOF,"FoFs (Domestic) - Equity Oriented","Growth","36.8575285623","0","8.99","0","0","0","0","0","0","0","99.99999999999996"
Kotak Multi Factor Passive FOF,"FoFs (Domestic) - Equity Oriented","Growth","36.7568","0","2.63","0","0","0","0","0","0","0","100.00000000000004"
Baroda BNP Paribas Aqua FoF,"FoFs (Overseas)","Growth","36.7141","0","3.2","0","0","0","0","0","0","0","99.99999999999999"
Sundaram LT Micro Cap Tax Adv Fund-Sr VI,"Equity Linked Savings Scheme (ELSS)","Growth","36.597471","0","3.34","0","0","2.14019708862462","9.82971202902669","0","0","0","44.353927043885385"
Axis Multi Factor Passive FoF,"FoFs (Domestic) - Equity Oriented","Growth","36.5877","0","8.85","0","0","0","0","0","0","0","99.99999999999996"
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund,"Index Fund","Growth","36.5179","0","19.84","0","0","22.327132721213403","50.93419939262658","0","0","0","77.96340972509365"
UTI Medium Duration Fund,"Medium Duration Fund","Growth","36.2809","7.35","0.46","0","44.66950930103713","0","0","0","32.66898009696561","0","87.30378794351843"
Aditya Birla SL BSE India Infrastructure Index Fund,"Index Fund","Growth","36.1803","0","5.83","0","0","63.391127215639436","18.97441425306037","0","0","0","65.38613554890368"
Kotak Nifty 100 Equal Weight Index Fund,"Index Fund","Growth","35.6489","0","2.61","0","0","87.33103936120469","12.034241730310418","0","0","0","12.0107425036268"
Axis CRISIL IBX 50:50 Gilt Plus SDL Sep 2027 Index Fund,"Index Funds - Debt Oriented","Growth","35.5824","6.24","0.07","0","94.94288468456314","0","0","0","0","0","99.99999999999997"
Groww Money Market Fund,"Money Market Fund","Growth","35.560720937","6.63","0.02","0","0","0","0","0","0","0","79.93432835447463"
Quantum Nifty 50 ETF FoF,"FoFs (Domestic) - Equity Oriented","Growth","34.986826961687505","0","9.8","0","0","0","0","0","0","0","100.00000000000011"
Motilal Oswal Diversified Equity Flexicap Passive FoF,"FoFs (Domestic) - Equity Oriented","Growth","34.9454","0","2.82","0","0","0","0","0","0","0","99.99999999999997"
HDFC FMP-Sr 46-1876D-Mar 2022,"Fixed Maturity Plans","Growth","34.8831","6.06","0.02","0","95.7294506508882","0","0","0","0","0","95.32753683015552"
Groww Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","34.790176798000005","7.26","2.71","0","78.9447410959374","0","0","0","0","0","100"
Axis BSE India Sector Leaders Index Fund,"Index Fund","Growth","34.3244","0","5.55","0","0","78.95020451923413","12.188248010161866","0","0","0","40.25996375756022"
Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund,"Index Funds - Debt Oriented","Growth","34.2472","7.06","0.59","0","95.4800929876703","0","0","0","0","0","100"
Bajaj Finserv Equity Savings Fund,"Equity Savings","Growth","34.2361","0","0.16","0","0","14.223866036143153","4.862577805299084","0","0","0","88.04838459988147"
LIC MF Equity Savings Fund,"Equity Savings","Growth","33.9138","0","0.72","0","0","45.22819619152084","14.11519794302025","0","0","0","47.93682807588649"
Sundaram LT Tax Adv Fund-Sr III,"Equity Linked Savings Scheme (ELSS)","Growth","33.899191","0","3.07","0","0","3.02433136475848","11.44234214307064","0","0","0","45.70754506396205"
JioBlackRock Large Cap Fund,"Large Cap Fund","Growth","33.798955971","0","4.64","0","0","84.29233278816295","8.570888128868702","0","0","0","52.03236999417786"
Angel One Nifty Total Market Momentum Quality 50 Index Fund,"Index Fund","Growth","33.623219412","0","1.29","0","0","69.03320889824134","21.532632007320768","0","0","0","49.06761743377817"
Sundaram Medium Duration Fund,"Medium Duration Fund","Growth","33.55653182934","7.39","0.43","0","43.175273516592554","0","0","0","48.778150207073814","0","79.67139196910212"
Kotak Nifty India Tourism Index Fund,"Index Fund","Growth","33.1841","0","23.5","0","0","19.4650450064941","44.14764902468343","0","0","0","92.10465252937394"
Samco Arbitrage Fund,"Arbitrage Fund","Growth","33.0039","0","0","0","0","-0.2660291662500387","-0.02514854305097014","0","0","0","100.26784713321757"
Nippon India Nifty 500 Low Volatility 50 Index Fund,"Index Fund","Growth","32.9023","0","6.11","0","0","75.16071247265647","21.623718985717865","0","0","0","44.502669525977964"
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund,"Index Funds - Debt Oriented","Growth","32.869099999999996","7.13","0.18","0","73.55023411045643","0","0","0","24.366045921549414","0","92.23556470971224"
Nippon India Nifty India Manufacturing Index Fund,"Index Fund","Growth","32.6653","0","2.48","0","0","71.29731595553326","24.616297401203067","0","0","0","38.657122203790536"
Bandhan Nifty 500 Momentum 50 Index Fund,"Index Fund","Growth","32.5765","0","15.81","0","0","61.00063592949157","32.23147143434039","0","0","0","44.33680649480013"
Bandhan Nifty 500 Value 50 Index Fund,"Index Fund","Growth","32.4092","0","3.06","0","0","66.42462177996192","20.360565770585563","0","0","0","51.36532566104154"
Kotak Nifty200 Value 30 Index Fund,"Index Fund","Growth","32.1907","0","5.85","0","0","76.44133243452302","18.853892583882924","0","0","0","52.761511865228165"
Bajaj Finserv Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","32.0521","6.51","1.41","0","58.384404223040185","0","0","0","0","0","100.00000000000003"
Angel One Gold ETF FOF,"FoFs - Gold","Growth","31.772509694","0","11.8","0","0","0","0","0","0","0","100"
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund,"Index Fund","Growth","31.292680999999998","0","7.67","0","0","0","20.62474608679263","0","0","0","30.009991793288663"
Aditya Birla SL CRISIL-IBX AAA Financial Services Index-Sep 2027 Fund,"Index Funds - Debt Oriented","Growth","31.2137","7.53","0.23","0","0","0","0","0","91.54525386313459","0","88.18984547461362"
Kotak Nifty Alpha 50 Index Fund,"Index Fund","Growth","30.913400000000003","0","2.18","0","0","40.41224841007458","46.796858320340064","0","0","0","33.54499990295471"
Edelweiss BSE Internet Economy Index Fund,"Index Fund","Growth","30.735300000000002","0","7.71","0","0","34.29509391481459","53.68029594635481","0","0","0","83.35008931098768"
