Name,Ticker,"Sub-Sector","Market Cap","Expense Ratio","Tracking Error","EBITDA","Net Income","Payout Ratio","Earnings Per Share","Taxes & Other Items","Dividend Per Share","PBIT","Interest & Other Items","Total Revenue","Depreciation & Amortization","PBT","Power & Fuel Cost","Raw Materials"
MSR India Ltd,MSRINDIA,"FMCG - Foods","31.31424",,,"-0.53","-0.53","0","-0.08","0","0","-0.53","0","0","0","-0.53",,
Nippon India ETF Nifty India Consumption,CONSUMBEES,"Equity","31.30371279","0.31","0.02857411415949758",,,,,,,,,,,,,
S P Capital Financing Ltd,SPCAPIT,"Diversified Financials","31.2814766",,,"5.4","3.5100000000000002","0.08547008547008547","5.85","1.8900000000000001","0.5","5.4",,"11.64","0","5.4",,
GB Logistics Commerce Ltd,GBLOGISTIC,"Logistics","31.22084688",,,"14.359999999999985","8.799999999999983","0","12.633426208157495","3.05","0","13.809999999999985","1.96","206.01999999999998","0.55","11.849999999999984","0.05","57.42"
Sharpline Broadcast Ltd,SHARPLINE,"Advertising","31.212058439999996",,,"3.6700000000000044","0.530000000000004","0","0.31589407320732144","1.32","0","2.5100000000000042","0.66","59.550000000000004","1.16","1.850000000000004","0.32","15.33"
Kapil Raj Finance Ltd,KAPILRAJ,"Specialized Finance","31.179",,,"0.54","0.54","0","0.05","0","0","0.54",,"0.8","0","0.54",,
Kotak Nifty Midcap 50 ETF,MIDCAP,"Equity","31.152590489999998","0.5","0.0761976377586602",,,,,,,,,,,,,
Soni Medicare Ltd,SML,"Hospitals & Diagnostic Centres","31.13377",,,"1.2700000000000031","-0.17999999999999686","0","-0.4220497549766627","-0.04","0","0.7700000000000031","0.99","31.19","0.5","-0.21999999999999686","0.73","8.49"
Innovative Tech Pack Ltd,INNOVTEC,"Packaging","31.09156",,,"10.770000000000007","-0.00999999999999357","0","-0.004451368795901878","0","0","4.540000000000006","4.55","134.71","6.23","-0.00999999999999357","19.26","81.21"
Sulabh Engineers and Services Ltd,SULABEN,"Specialized Finance","31.046775",,,"3.7999999999999994","2.4699999999999993","0","0.2458322965911918","1.2200000000000002","0","3.6899999999999995",,"6.1","0.11","3.6899999999999995",,
Ranjeet Mechatronics Ltd,RANJEET,"Business Support Services","31",,,"1.75","0.33999999999999986","0","0.08","0.24","0","1.63","1.05","29.29","0.12","0.5799999999999998",,
Alfavision Overseas (India) Ltd,ALFAVIO,"Agro Products","30.832428",,,"0.15999999999999992","0.11999999999999991","0","0.06920694607048722","0","0","0.11999999999999991","0","1.93","0.04","0.11999999999999991","0","1.51"
Bulkcorp International Ltd,BULKCORP,"Packaging","30.8076624",,,"6.560000000000001","3.5100000000000016","0","5.3795873626595965","1.25","0","5.7200000000000015","0.96","61.27","0.84","4.760000000000002","0.53","45.12"
Infonative Solutions Ltd,INFONATIVE,"Education Services","30.80428",,,"9.030000000000001","5.94","0","6.812082845936834","2.04","0","8.3","0.32","22.19","0.73","7.98","0","0"
STL Global Ltd,SGL,"Textiles","30.801906960000004",,,"1.610000000000003","-0.6599999999999969","0","-0.2424304757147096","0.09","0","0.4600000000000031","1.03","110.73","1.15","-0.569999999999997","13.31","77.53"
Cell Point (India) Ltd,CELLPOINT,"Retail - Speciality","30.737812",,,"11.319999999999935","2.2599999999999345","0","1.2094875198013093","0.56","0","8.089999999999934","5.27","328.60999999999996","3.23","2.8199999999999346","1.9","278.8"
DSP Nifty Top 10 Equal Weight ETF,TOP10ADD,"Equity","30.686923056999998","0.13","0.06826038382546644",,,,,,,,,,,,,
Tata Silver Exchange Traded Fund,TATSILV,"Silver","30.633575742","0.51","55.884617492830714",,,,,,,,,,,,,
Winro Commercial (India) Ltd,WINROC,"Diversified Financials","30.618242519999896",,,"426.29","401.95000000000005","0","3209.0893994264443","24.090000000000003","0","426.04",,"448.5","0.25","426.04",,
Silver Oak (India) Ltd,SILVOAK,"Alcoholic Beverages","30.51111",,,"-0.18000000000000022","-1.1600000000000001","0","-3.0605245105799166","0.19","0","-0.3100000000000002","0.66","2.19","0.13","-0.9700000000000002","0.07","1.24"
Swasti Vinayaka Art and Heritage Corporation Ltd,SVARTCORP,"Real Estate","30.51",,,"4.7899999999999965","2.3199999999999967","0","0.25777777777777744","0.56","0","4.689999999999997","1.81","19.849999999999998","0.1","2.879999999999997","0.05","6.98"
Future Lifestyle Fashions Ltd,FLFL,"Retail - Apparel","30.413062510000003",,,"-1505.4100000000003","-2548.9000000000005","0","-126.32395448801026","108.50999999999999","0","-2118.84","321.55","2738.14","613.43","-2440.3900000000003","90.89","1948.39"
AA Plus Tradelink Ltd,AAPLUSTRAD,"Commodities Trading","30.406",,,"1.3200000000000005","0.9500000000000005","0","0.21800205807564524","0.35","0","1.3000000000000005","0","21.68","0.02","1.3000000000000005","0.01","19.32"
Kridhan Infra Ltd,KRIDHANINF,"Iron & Steel","30.371657525",,,"74.35999999999999","72.3","0","7.628255586233288","0","0","74.03999999999999","1.74","75.14999999999999","0.32","72.3","0","0"
Hipolin Ltd,HIPOLIN,"FMCG - Household Products","30.2546206",,,"-2.9200000000000017","-3.2700000000000014","0","-10.442947018810083","0","0","-3.0100000000000016","0.26","21.93","0.09","-3.2700000000000014","0.14","12.52"
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,"Construction & Engineering","30.23597686",,,"4.839999999999999","5.329999999999999","0","153.91012572695823","-0.58","0","4.779999999999999","0.03","6.14","0.06","4.749999999999999","0.03","0.03"
SBI BSE Sensex Next 50 ETF,SETFSN50,"Equity","30.23479455","0.13","0.24287997035572942",,,,,,,,,,,,,
Monotype India Ltd,MONOT,"Diversified Financials","30.234241227",,,"12.570000000000007","12.560000000000008","0","0.1786318732737705","0.01","0","12.570000000000007",,"62","0","12.570000000000007",,
Innovative Ideals and Services (India) Ltd,INNOVATIVE,"Technology Hardware","30.225728863999997",,,"1.3800000000000008","0.9900000000000008","0","0.8699343568623636","0.35","0","1.3500000000000008","0.01","3.7300000000000004","0.03","1.3400000000000007","0.02","1.13"
Mindpool Technologies Ltd,MINDPOOL,"Outsourced services","30.128625",,,"0.6599999999999966","0.09999999999999658","0","0.23598820058996242","-0.009999999999999995","0","0.4799999999999966","0.39","34.66","0.18","0.08999999999999658","0","0"
AGS Transact Technologies Ltd,AGSTRA,"Business Support Services","30.104910939999996",,,"235.58000000000027","-80.09999999999971","0","-6.633063451288721","-45.25","0","22.35000000000028","147.7","1508.7600000000002","213.23","-125.34999999999971","83.37","108.51"
Future Enterprises Ltd,FEL,"Conglomerates","30.057480789",,,"-319.27","-677.96","0","-13.72","0","0","-662.49","15.47","1150.25","343.22","-677.96",,
Future Enterprises Ltd,FELDVR,"Conglomerates","30.057480789",,,,,,,,,,,,,,,
Sunrest Lifescience Ltd,SUNREST,"Pharmaceuticals","30.0384",,,"2.989999999999998","1.9899999999999984","0","4.138316495251356","0.61","0","2.899999999999998","0.3","33.12","0.09","2.5999999999999983","0.01","21.58"
Infomedia Press Ltd,INFOMEDIA,"Publishing","30.016114856",,,"-0.31000000000000005","-3","0","-0.6","0","0","-0.31000000000000005","2.69","0.6","0","-3",,
TCFC Finance Ltd,TCFCFINQ,"Investment Banking & Brokerage","29.895031908",,,"1.49","1.22","0","1.1638856953582617","0.16999999999999993","0","1.39",,"2.84","0.1","1.39",,
Kanani Industries Ltd,KANANIIND,"Precious Metals, Jewellery & Watches","29.878068",,,"0.8500000000000012","0.7800000000000011","0","0.03942021954029965","0.03","0","0.8300000000000012","0.02","168.99","0.02","0.8100000000000012","0","169.4"
Thinkink Picturez Ltd,THINKINK,"Animation","29.865024",,,"0.21000000000000085","-0.07999999999999914","0","-0.001275771714704903","0.02","0","0.09000000000000086","0.15","10.290000000000001","0.12","-0.05999999999999914","0.03","0.01"
Prismx Global Ventures Ltd,PRISMX,"Commodities Trading","29.858758860000002",,,"1.8700000000000012","0.5700000000000012","0","0.012981121394599884","1.04","0","1.7500000000000013","0.14","14.760000000000002","0.12","1.6100000000000012","0","13.18"
ABRIL PAPER TECH LIMITED,ABRIL,"Paper Products","29.8520816",,,"2.009999999999998","1.409999999999998","0","2.7043407546069655","0.49","0","1.899999999999998","0","60.91","0.11","1.899999999999998","0.58","0"
Mirae Asset Nifty500 Multicap 50:25:25 ETF,MULTICAP,"Equity","29.849219377999997","0.13","0.03968626966596886",,,,,,,,,,,,,
CLC Industries Ltd,CLCIND,"Textiles","29.84312628",,,"-39.160000000000004","-46.24","0","-44.48429388879696","0","0","-42.67","3.57","72.08","3.51","-46.24","5.92","60.46"
Williamson Magor and Co Ltd,WILLAMAGOR,"Specialized Finance","29.8012992",,,"-229.85999999999996","-181.37999999999997","0","-165.56","-48.48","0","-229.85999999999996",,"47.55","0","-229.85999999999996",,
Adarsh Plant Protect Ltd,ADARSHPL,"Agricultural & Farm Machinery","29.7345",,,"-0.839999999999999","-1.109999999999999","0","-1.1199112142460768","0","0","-0.909999999999999","0.2","17.51","0.07","-1.109999999999999","0.25","12.55"
Johnson Pharmacare Ltd,JOHNPHARMA,"Pharmaceuticals","29.7",,,"-0.58","-0.58","0","-0.010545454545454545","0","0","-0.58","0","0","0","-0.58","0","0"
Eastern Silk Industries Ltd,EASTSILK,"Textiles","29.645",,,"2.659999999999995","3.959999999999995","0","0.5015666357873868","-3.44","0","0.609999999999995","0.09","25.489999999999995","2.05","0.519999999999995","0","9.82"
Margo Finance Ltd,MARGOFIN,"Diversified Financials","29.62731",,,"0.99","0.33999999999999997","0","0.7439824945295404","0.64","0","0.98",,"1.35","0.01","0.98",,
Pulsar International Ltd,PULSRIN,"Asset Management","29.55546",,,"1.7600000000000022","1.7600000000000022","0","0.1867931215627806","0","0","1.7600000000000022","0","31.17","0","1.7600000000000022","0","27.96"
Hawa Engineers Ltd,HAWAENG,"Industrial Machinery","29.5018624",,,"6.240000000000004","1.5900000000000034","0","4.508847549909265","0.77","0","5.340000000000003","2.98","121.58","0.9","2.3600000000000034","0.66","88.61"
Kotak Nifty IT ETF,IT,"Equity","29.486665937999998","0.09","0.13017096450437787",,,,,,,,,,,,,
Cella Space Ltd,CELLA,"Logistics","29.481230470999996",,,"55.96000000000001","51.400000000000006","0","25.50741898665079","2.41","0","55.38000000000001","1.57","58.59","0.58","53.81000000000001","0","0.05"
Tirupati Sarjan Ltd,TIRSARJ,"Real Estate","29.467236325",,,"13.850000000000009","5.160000000000007","0","1.5637299505046156","2.29","0","12.730000000000008","5.28","223.25","1.12","7.450000000000007","1.56","79.64"
Tree House Education and Accessories Ltd,TREEHOUSE,"Education Services","29.40595318",,,"-11.38","-9.96","0","-1.65","-3.75","0","-13.15","0.56","4.33","1.77","-13.71",,
Ramgopal Polytex Ltd,RAMGOPOLY,"Commodities Trading","29.377",,,"-0.98","-0.98","0","-0.68","0","0","-0.98","0","1.83","0","-0.98",,
Riddhi Display Equipments Ltd,RDEL,"Building Products - Others","29.3759626",,,"6.929999999999998","4.139999999999998","0","8.35807360131726","1.49","0","6.579999999999998","0.95","25.09","0.35","5.629999999999998","0","17.68"
Galaxy Medicare Ltd,GML,"Health Care Equipment & Supplies","29.357787105",,,"5.770000000000003","3.3700000000000028","0","2.8405300311033845","1.1600000000000001","0","5.270000000000003","0.74","40.27","0.5","4.530000000000003","0.46","19.83"
United Cotfab Ltd,COTFAB,"Textiles","29.223",,,"10.449999999999994","2.729999999999994","0","1.8701191944101891","1.1300000000000001","0","7.419999999999995","3.56","125.85","3.03","3.8599999999999945","5.9","110.57"
Polymechplast Machines Ltd,POLYCHMP,"Industrial Machinery","29.1849091",,,"2.460000000000009","0.700000000000009","0.8002442857142754","1.249618420089596","0.59","1","1.540000000000009","0.25","65.65","0.92","1.290000000000009","0.08","49.14"
NatureWings Holidays Ltd,NHL,"Hotels, Resorts & Cruise Lines","29.18216",,,"1.629999999999999","1.089999999999999","0.3695229357798168","4.0592879487561415","0.39","1.5","1.509999999999999","0.03","21.61","0.12","1.4799999999999989","0","0"
Darjeeling Industriies Ltd,DARJEELING,"Textiles","29.089437",,,"-0.15000000000000013","-0.27000000000000013","0","-0.8852459016393447","0.01","0","-0.16000000000000014","0.1","0.9099999999999999","0.01","-0.2600000000000001","0.01","0.67"
Signoria Creation Ltd,SIGNORIA,"Apparel & Accessories","29.07138",,,"5.390000000000002","3.0100000000000025","0","6.326187473728463","1.05","0","4.960000000000003","0.9","27.220000000000002","0.43","4.060000000000002","0","21.88"
Nalin Lease Finance Ltd,NLFL,"Consumer Finance","29.0199465",,,"4.32","3.1900000000000004","0","4.85","0.96","0","4.15",,"7.57","0.17","4.15",,
Fine-Line Circuits Ltd,FINELINE,"Electronic Equipments","29.010180724",,,"1.2500000000000009","0.20000000000000093","0","0.41278085093121486","0.02","0","0.6500000000000009","0.43","30.39","0.6","0.22000000000000092","1.73","12.28"
Tejnaksh Healthcare Ltd,TEJNAKSH,"Hospitals & Diagnostic Centres","28.94688",,,"4.500000000000002","2.330000000000002","0","1.1469922221128295","0.86","0","3.5900000000000016","0.4","13.3","0.91","3.1900000000000017","0.27","1.25"
Mudunuru Ltd,MUDUNURU,"IT Services & Consulting","28.92448",,,"-0.15999999999999978","-1.3099999999999996","0","-0.4198717948717947","-0.19","0","-1.3099999999999996","0.19","6.3","1.15","-1.4999999999999996","0.04","2.55"
EPIC Energy Ltd,EPIC,"Electrical Components & Equipments","28.918115",,,"1.3600000000000003","1.3100000000000003","0","1.8165430215627822","-0.31","0","1.0100000000000002","0.01","4.26","0.35","1.0000000000000002","0.01","1.09"
Vandan Foods Ltd,VANDAN,"Agro Products","28.9107904",,,"10.500000000000009","6.920000000000009","0","12.045676089681118","2.4600000000000004","0","10.30000000000001","0.92","108.2","0.2","9.38000000000001","1","111.33"
Equilateral Enterprises Ltd,EQUILATERA,"Precious Metals, Jewellery & Watches","28.856178",,,"0.18000000000000216","0.18000000000000216","0","0.14596527648256294","0","0","0.18000000000000216","0","16.400000000000002","0","0.18000000000000216","0","17.35"
CMX Holdings Ltd,SIELFNS,"Specialized Finance","28.790442576",,,"-0.24","-0.24","0","-0.21157021063224934","0","0","-0.24",,"0.21000000000000002","0","-0.24",,
Siti Networks Ltd,SITINET,"Cable & D2H","28.777776984",,,"-63.59000000000003","-195.41000000000003","0","-2.2376532466547934","0","0","-107.20000000000003","88.21","370.34","43.61","-195.41000000000003","4.04","0"
Sattva Sukun Lifecare Ltd,MAYUKH,"Building Products - Others","28.7700936",,,"3.65","2.4800000000000004","0","0.10818686168238412","0.7","0","3.23","0.05","5.66","0.42","3.18","0.01","3.68"
Aruna Hotels Ltd,ARUNAHTEL,"Hotels, Resorts & Cruise Lines","28.6455",,,"17.240000000000002","1.030000000000002","0","0.3038348082595876","-0.87","0","14.430000000000001","14.27","37.03","2.81","0.16000000000000192","2.93","0"
Rishi Techtex Ltd,RISHITECH,"Textiles","28.60317",,,"8.890000000000006","2.310000000000006","0","3.1254228115275415","1.07","0","6.010000000000006","2.63","125.93","2.88","3.380000000000006","4.07","87.39"
GG Dandeker Machine Works Ltd,GGDPROP,"Industrial Machinery","28.601651709",,,"1.6800000000000006","0.06000000000000094","0","0.1260137014697628","-1.6","0","-1.0999999999999992","0.44","4.140000000000001","2.78","-1.5399999999999991","0.05","0"
Chordia Food Products Ltd,CHORDIA,"Packaged Foods & Meats","28.596560948",,,"1.67","0.5399999999999998","0","1.3405318237290016","0.19","0","0.7799999999999999","0.05","3.15","0.89","0.7299999999999999","0.35","0"
Angel Fibers Ltd,ANGEL,"Textiles","28.575",,,"12.760000000000003","1.8300000000000032","0","0.7320000000000013","0.10999999999999999","0","6.390000000000003","4.45","205.62","6.37","1.940000000000003","18.14","161.63"
MPIL Corporation Ltd,MPILCORPL,"Business Support Services","28.55027115",,,"-1.8600000000000003","-2.2900000000000005",,"-40.06459322191062","0","0.45","-1.9200000000000004","0.37","1.57","0.06","-2.2900000000000005","0.07","0"
Katare Spinning Mills Ltd,KATRSPG,"Textiles","28.5",,,"-0.36999999999999955","-1.7299999999999995","0","-6.070175438596491","-0.29","0","-1.6799999999999997","0.34","5.36","1.31","-2.0199999999999996","0.45","4.59"
Impera Worldwide Ltd,RISHYRN,"Textiles","28.4713572",,,"-0.22000000000000003","-0.22000000000000003","0","-0.5995040466523149","0","0","-0.22000000000000003","0","0","0","-0.22000000000000003","0","0"
Ahasolar Technologies Ltd,AHASOLAR,"Renewable Energy","28.40328392",,,"-0.499999999999998","-0.949999999999998","0","-3.0821260050975052","-0.01","0","-0.879999999999998","0.08","58.49","0.38","-0.959999999999998","0.05","47.4"
MPDLLtd,MPDL,"Real Estate","28.397379444",,,"-4.210000000000003","-4.160000000000003","0","-5.612123481826167","-0.97","0","-4.230000000000002","0.9","6.77","0.02","-5.130000000000003","0","0"
Paramount Dye Tec Ltd,PARAMOUNT,"Textiles","28.360729335000002",,,"11.390000000000013","8.000000000000012","0","13.967331459266656","1.16","0","9.970000000000013","0.81","77.89","1.42","9.160000000000013","0.31","74.57"
Aritas Vinyl Ltd,ARITAS,"Textiles","28.3516992",,,"8.829999999999998","4.129999999999999","0","4.304307225399789","0.92","0","7.579999999999998","2.53","98.02","1.25","5.049999999999999","4.19","84.11"
Indianivesh Ltd,INDIANVSH,"Diversified Financials","28.35025",,,"-5.170000000000001","-6.390000000000001","0","-1.6927152317880796","0.6699999999999999","0","-5.720000000000001",,"6.529999999999999","0.55","-5.720000000000001",,
Deem Roll Tech Ltd,DEEM,"Iron & Steel","28.3467248",,,"7.130000000000005","2.900000000000005","0","3.478355989824975","-0.7","0","5.090000000000005","2.89","94.74","2.04","2.200000000000005","10.42","52.22"
HDFC NIFTY PSU BANK ETF,HDFCPSUBK,"Equity","28.337497668","0.35","0.08413489169185398",,,,,,,,,,,,,
Sprayking Ltd,SPRAYKING,"Agricultural & Farm Machinery","28.322095280000003",,,"13.639999999999992","7.2699999999999925","0","0.3439661616782896","2.36","0","11.829999999999991","2.2","131.26","1.81","9.629999999999992","1.73","110.45"
Polyspin Exports Ltd,POLYSPIN,"Packaging","28.31",,,"17.119999999999976","4.099999999999977","0","4.099999999999977","1.54","0","12.739999999999977","7.1","228.83999999999997","4.38","5.6399999999999775","8.33","120.7"
