Name,Ticker,"Sub-Sector","Market Cap","Expense Ratio","Tracking Error","EBITDA","Net Income","Payout Ratio","Earnings Per Share","Taxes & Other Items","Dividend Per Share","PBIT","Interest & Other Items","Total Revenue","Depreciation & Amortization","PBT","Power & Fuel Cost","Raw Materials"
Bhatia Communications & Retail (India) Ltd,BHATIA,"Retail - Speciality","314.577384",,,"21.860000000000063","13.820000000000064","0.036223444283646725","1.1042572232165737","4.5","0.04","20.070000000000064","1.75","444.69000000000005","1.79","18.320000000000064","1.32","406.36"
Annapurna Swadisht Ltd,ANNAPURNA,"FMCG - Foods","314.5353",,,"49.74000000000001","21.520000000000003","0","10.921086018776963","7.42","0","40.18000000000001","11.24","410.55","9.56","28.940000000000005","7.84","266.57"
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,"Packaged Foods & Meats","314.48222",,,"-4.549999999999996","-13.699999999999996","0","-0.5327836975966398","-0.18","0","-10.559999999999995","3.32","93.9","6.01","-13.879999999999995","0.13","84.4"
Bella Casa Fashion & Retail Ltd,BELLACASA,"Textiles","314.472375",,,"29.57000000000008","15.810000000000075","0.16364153225806374","12.221836183041768","5.49","2","26.630000000000077","5.33","358.28000000000003","2.94","21.300000000000075","3.67","130.7"
Ashima Ltd,ASHIMASYN,"Textiles","314.130867842",,,"-11.569999999999993","-18.999999999999993","0","-0.9913384257309962","-0.03","0","-12.229999999999993","6.8","13.590000000000003","0.66","-19.029999999999994","0","0"
Suba Hotels Ltd,SUBAHOTELS,"Hotels, Resorts & Cruise Lines","314.06179478",,,"23.809999999999988","15.149999999999988","0","13.648289612561532","4.18",,"21.239999999999988","1.91","79.97999999999999","2.57","19.329999999999988","4.66","0"
Monarch Surveyors & Engineering Consultants Ltd,MSECL,"Construction & Engineering","313.69696",,,"56.030000000000015","37.240000000000016","0","26.3","13.31","0","52.280000000000015","1.73","176.77","3.75","50.55000000000002",,
Dhariwalcorp Ltd,DHARIWAL,"Specialty Chemicals","313.53669",,,"6.14999999999999","3.55999999999999","0","0.17549910352264178","1.43","0","5.89999999999999","0.91","236.47","0.25","4.9899999999999896","0.11","248.93"
Chavda Infra Ltd,CHAVDA,"Construction & Engineering","312.35464",,,"58.79000000000005","21.100000000000048","0","8.557754704737203","7.34","0","40.93000000000005","12.49","263.77000000000004","17.86","28.440000000000047","1.07","0"
Tipco Engineering India Ltd,TIPCO,"Industrial Machinery","312.34446335999996",,,"24.049999999999997","15.509999999999996","0","10.124295803332517","3.28","0","23.409999999999997","4.62","133.35","0.64","18.789999999999996","0.26","119.11"
Oneclick Logistics India Ltd,OLIL,"Logistics","311.75953335",,,"3.299999999999997","2.1199999999999974","0","5.925162811330259","0.71","0","3.0399999999999974","0.21","44.97","0.26","2.8299999999999974","0.03","0"
SBI Nifty Bank ETF,SETFNIFBK,"Equity","311.36301138000005","0.19","0.026986663372858825",,,,,,,,,,,,,
Shree Karni Fabcom Ltd,SHREEKARNI,"Textiles","310.83625",,,"30.749999999999996","15.109999999999998","0","21.36595022624434","6.49","0","24.659999999999997","3.06","169.47","6.09","21.599999999999998","0.18","132.26"
Bhavik Enterprises Ltd,BHAVIK,"Plastic Products","310.45963725",,,"8.129999999999969","5.679999999999968","0","3.581788371799702","2.0100000000000002","0","7.929999999999969","0.24","531.46","0.2","7.689999999999968","0.03","533.95"
Sahaj Solar Ltd,SAHAJSOLAR,"Renewable Energy Equipment & Services","310.3547825",,,"53.66999999999996","29.56999999999996","0","13.46","11.48","0","52.15999999999996","11.11","421.08","1.51","41.04999999999996",,
Pushpa Jewellers Ltd,PUSHPA,"Precious Metals, Jewellery & Watches","309.20547168",,,"32.06999999999998","22.289999999999978","0","11.823107220783706","7.52","0","31.399999999999977","1.59","281.27","0.67","29.809999999999977","0.08","247.59"
Nila Infrastructures Ltd,NILAINFRA,"Real Estate","308.4152436",,,"46.849999999999966","23.27999999999997","0","0.59","17.62","0","45.22999999999997","4.33","337.21","1.62","40.89999999999997",,
Arham Technologies Ltd,ARHAM,"Home Electronics & Appliances","307.33108",,,"11.270000000000007","5.970000000000008","0","3.5283687943262456","1.94","0","10.180000000000007","2.27","65.36","1.09","7.910000000000007","0.09","54.3"
Ecoline Exim Ltd,ECOLINE,"Packaging","306.91002496",,,"32.78","20.19","0","11","6.89","0","30.080000000000002","3","286.88","2.7","27.080000000000002",,
Encompass Design India Ltd,ENCOMPAS,"FMCG - Foods","306.3645504",,,"21.019999999999996","13.039999999999996","0","11.15","3.32","0","18.159999999999997","1.8","68.38","2.86","16.359999999999996",,
Akiko Global Services Ltd,AKIKO,"Investment Banking & Brokerage","303.70272",,,"11.500000000000014","7.390000000000015","0","6.861907591739726","2.98","0","10.370000000000015",,"76.4","1.13","10.370000000000015",,
Shankara Building Products Ltd,SHANKARA,"Building Products - Pipes","303.60156151999996",,,"29.84999999999991","3.8399999999999097","0","1.58","3.98","0","21.62999999999991","13.81","1370.75","8.22","7.81999999999991",,
Om Freight Forwarders Ltd,OMFREIGHT,"Logistics","302.57384636999996",,,"42.139999999999986","21.989999999999984","0","6.900901918695508","7.5200000000000005","0","32.219999999999985","2.71","494.43","9.92","29.509999999999984","0.46","0"
Avonmore Capital & Management Services Ltd,AVONMORE,"Investment Banking & Brokerage","302.502042352",,,"49.69999999999999","28.999999999999986","0","0.8366628442283985","16","0","44.999999999999986",,"192.44","4.7","44.999999999999986",,
Sayaji Hotels (Indore) Ltd,SHILINDORE,"Hotels, Resorts & Cruise Lines","301.9185555",,,"23.180000000000007","8.010000000000007","0","26.28","2.5100000000000002","0","16.580000000000005","6.06","107.31","6.6","10.520000000000007",,
Bombay Oxygen Investments Ltd,BOMOXY-B1,"Conglomerates","301.6875",,,"19.26","17.5","0.03","1166.6666666666667","1.5700000000000012","35","19.07",,"20.900000000000002","0.19","19.07",,
P S Raj Steels Ltd,PSRAJ,"Metals - Diversified","301.53256",,,"12.329999999999963","7.419999999999961","0","11.365874864474904","2.5500000000000003","0","11.369999999999962","1.4","266.29999999999995","0.96","9.969999999999962","1.56","245.95"
All e Technologies Ltd,ALLETEC,"IT Services & Consulting","300.28739712",,,"41.12999999999998","30.16999999999998","0.10040193569771304","14.939951003695311","9.67","1.5","39.98999999999998","0.15","150.32","1.14","39.83999999999998","0.18","47.02"
Axita Cotton Ltd,AXITA,"Textiles","300.258836405",,,"5.239999999999952","1.9099999999999526","1","0.05","0.9300000000000002","0.05","4.639999999999953","1.8","374.65","0.6","2.839999999999953",,
Ascom Leasing & Investments Ltd,ASCOM,"Consumer Finance","300.11726598",,,"6.859999999999999","5.09","0","4.345161534581297","1.69","0","6.779999999999999",,"12.92","0.08","6.779999999999999",,
Aelea Commodities Ltd,ACLD,"Agro Products","299.93058",,,"6.649999999999988","1.1499999999999877","0","0.650290651647773","0.72","0","5.489999999999988","3.62","182.95","1.16","1.8699999999999877","0.74","178.27"
Stellant Securities (India) Ltd,STELLANT,"Investment Banking & Brokerage","299.801809225",,,"1.6799999999999997","1.2999999999999998","0","3.511235955056179","0.38","0","1.6799999999999997",,"1.88","0","1.6799999999999997",,
Sera Investments & Finance India Ltd,SERA,"Specialized Finance","299.564982",,,"3.2799999999999994","2.5299999999999994","0","0.38923076923076916","0.07","0","2.599999999999999",,"11.59","0.68","2.599999999999999",,
Trident Lifeline Ltd,TLL,"Pharmaceuticals","298.623325",,,"37.379999999999995","19.029999999999994","0","16.32","8.16","0","31.309999999999995","4.12","138.29","6.07","27.189999999999994",,
Oil Country Tubular Ltd,OILCOUNTUB,"Oil & Gas - Equipment & Services","298.21194408",,,"46.00999999999998","-31.860000000000017","0","-6.91638447195706","2.7600000000000002","0","-23.590000000000018","5.51","125.75999999999999","69.6","-29.100000000000016","2.19","0"
Vardhman Polytex Ltd,VARDMNPOLY,"Textiles","298.022725468",,,"38.00999999999996","14.929999999999962","0","0.38866032286765","0","0","29.029999999999962","14.1","311.06999999999994","8.98","14.929999999999962","24.27","239.14"
Shradha Realty Ltd,SHRADHA,"Real Estate","297.909055104",,,"37.58","18.46","0.13711727662667156","3.148241340788111","11.69","0.43167827881236676","33.46","3.31","115.64","4.12","30.150000000000002","0.09","0.95"
Menon Pistons Ltd,MENNPIS,"Auto Parts","297.84",,,"46.609999999999964","23.849999999999966","0.21383647798742167","4.676470588235288","7.970000000000001","1","35.98999999999997","4.17","255.37999999999997","10.62","31.819999999999965","15.27","112.57"
Apollo Sindoori Hotels Ltd,APOLSINHOT,"Restaurants & Cafes","295.691484",,,"29.319999999999936","7.7199999999999385","0.08420984455958616","29.687740347638588","4.35","2.5","19.989999999999938","7.92","552.0899999999999","9.33","12.069999999999938","2.02","0"
SKP Bearing Industries Ltd,SKP,"Industrial Machinery","294.899",,,"11.749999999999993","2.979999999999994","0.6183221476510079","1.7951807228915628","4.359999999999999","1.11","9.299999999999994","1.96","71.03999999999999","2.45","7.339999999999994","0","0.91"
Mach Conferences and Events Limited,MCEL,"Business Support Services","294.5194",,,"21.960000000000008","14.180000000000009","0","7.117544898758199","5.5600000000000005","0","20.69000000000001","0.95","239.03","1.27","19.74000000000001","0.19","0"
Coromandel Engineering Company Ltd,COROENGG,"Construction & Engineering","294.451100158",,,"3.2099999999999973","0.4099999999999975","0","0.12320719260751961","-1.37","0","2.1199999999999974","3.08","31.31","1.09","-0.9600000000000026","0.16","7.48"
iStreet Network Ltd,ISTRNETWK,"Retail - Online","293.849139228",,,"0.24999999999999917","0.24999999999999917","0","0.11737089201877896","0","0","0.24999999999999917","0","6.06","0","0.24999999999999917","0","5.66"
Digilogic Systems Ltd,DIGILOGIC,"Aerospace & Defense Equipments","293.67924832",,,"13.639999999999997","7.779999999999997","0","18.413054997996564","2.7199999999999998","0","11.929999999999996","1.43","72.19","1.71","10.499999999999996","0.14","50.91"
PPAP Automotive Ltd,PPAP,"Auto Parts","293.67814641999996",,,"103.16000000000008","43.19000000000009","0.04900359359686377","30.61","7.12","1.5","67.65000000000009","17.34","618.72","35.51","50.31000000000009",,
Asian Hotels (East) Ltd,AHLEAST,"Hotels, Resorts & Cruise Lines","293.0942472",,,"70.80000000000001","17.51000000000002","0.09875326099371777","10.12624788222047","9.659999999999998","1","66.97000000000001","39.8","154.06","3.83","27.170000000000016","6.98","14.81"
B C C Fuba India Ltd,BCCFUBA,"Electronic Equipments","293.042012025",,,"6.960000000000001","3.740000000000001","0","2.1356481972699606","1.49","0","5.990000000000001","0.76","47.3","0.97","5.230000000000001","2.21","26.81"
Sugs Lloyd Ltd,SUGSLLOYD,"Renewable Energy Equipment & Services","292.4964",,,"46.54000000000002","28.820000000000014","0","14.26","9.85","0","46.12000000000002","7.45","303.72","0.42","38.670000000000016",,
Sayaji Industries Ltd,SAYAJIIND,"Agro Products","292.26208",,,"46.7199999999998","1.3599999999998014","0","0.54","-0.13","0","26.1299999999998","24.9","1079.62","20.59","1.2299999999998015",,
Exxaro Tiles Ltd,EXXARO,"Building Products - Ceramics","292.1591871",,,"25.639999999999986","2.829999999999986","0","0.06","1.1600000000000001","0","15.979999999999986","11.99","305.61","9.66","3.989999999999986",,
Dhruva Capital Services Ltd,DHRUVCA,"Specialized Finance","290.48812",,,"2.2800000000000002","1.6200000000000003","0","2.25","0.22","0","1.8400000000000003",,"5.5","0.44","1.8400000000000003",,
Chaman Metallics Ltd,CMNL,"Iron & Steel","290.46188474",,,"17.16000000000001","9.77000000000001","0","4.048102562759682","3.45","0","14.83000000000001","1.61","174.16","2.33","13.220000000000011","4.52","131.75"
Kings Infra Ventures Ltd,KINGSINFR,"Real Estate","290.26705525",,,"24.10999999999998","12.98999999999998","0","5.300861645062621","4.48","0","22.84999999999998","5.38","124.54999999999998","1.26","17.46999999999998","1.14","101.5"
TechEra Engineering (India) Ltd,TECHERA,"Aerospace & Defense Equipments","289.529210625",,,"9.029999999999998","3.349999999999998","0","2.3374063511168077","1.3699999999999999","0","6.689999999999998","1.97","49.92999999999999","2.34","4.719999999999998","0.7","24.41"
Transteel Seating Technologies Ltd,TRANSTEEL,"Business Support Services","289.13952885",,,"22.48000000000001","12.680000000000009","0","6.283912935097789","4.92","0","21.09000000000001","3.49","88.93","1.39","17.60000000000001","0.35","47.89"
Sat Kartar Life Ltd,SATKARTAR,"FMCG - Personal Products","288.83975022",,,"27.120000000000005","17.110000000000003","0","10.86","6.109999999999999","0","23.750000000000004","0.53","203.12","3.37","23.220000000000002",,
UFO Moviez India Ltd,UFO,"Movies & TV Serials","287.889052669",,,"67.70000000000005","9.580000000000044","0","2.475581508734376","7.16","0","29.090000000000046","12.35","432.64000000000004","38.61","16.740000000000045","2.89","0"
Cupid Breweries and Distilleries Ltd,CUPIDTR,"Alcoholic Beverages","287.640080041",,,"-2.61","-3.6799999999999997","0","-0.4","0","0","-2.9","0.78","0","0.29","-3.6799999999999997",,
India Gelatine & Chemicals Ltd,INDGELA,"Commodity Chemicals","287.4154575",,,"28.83","17.39","0.20391891891891892","24.519549370444004","5.26","5","23.33","0.68","206.2","5.5","22.65","27.85","91.28"
DU Digital Global Ltd,DUGLOBAL,"IT Services & Consulting","287.40725529499997",,,"12.100000000000005","3.4400000000000057","0","0.4931287384247355","2.51","0","8.580000000000005","2.63","53.86","3.52","5.9500000000000055","0.27","0"
VVIP Infratech Ltd,VVIPIL,"Construction & Engineering","287.15155",,,"80.65000000000009","36.090000000000096","0","16.647677213117067","37.37","0","78.8800000000001","5.42","373.21000000000004","1.77","73.4600000000001","0.45","0"
Pelatro Ltd,PELATRO,"Advertising","286.87159093",,,"29.799999999999983","18.10999999999998","0","17.18","1.21","0","23.679999999999982","4.36","143.73","6.12","19.319999999999983",,
Jost's Engineering Company Ltd,JOSTS,"Industrial Machinery","286.736959535",,,"48.76999999999998","31.149999999999977","0","28.28","6.5600000000000005","0","42.66999999999998","4.96","283.71","6.1","37.70999999999998",,
Baroda Rayon Corporation Ltd,BARODARY,"Textiles","284.78819237",,,"41.81000000000002","40.35000000000002","0","17.611351644396137","0","0","41.58000000000002","1.23","114.06000000000002","0.23","40.35000000000002","0.05","0"
Waaree Technologies Ltd,WAAREE,"Specialty Chemicals","284.65575446500003",,,"-5.249999999999998","-5.649999999999998","0","-5.2469605007884805","-1.88","0","-7.439999999999998","0.09","10.46","2.19","-7.529999999999998","0.3","7.89"
Hi-Klass Trading and Investment Ltd,HIKLASS,"Investment Banking & Brokerage","284.04356",,,"-0.51","-0.42000000000000004","0","-0.3581982627384257","-0.09","0","-0.51",,"0.33","0","-0.51",,
Dynemic Products Ltd,DYNPRO,"Commodity Chemicals","282.957086829",,,"48.29000000000001","15.000000000000014","0","12.266540141393966","5.47","0","31.860000000000014","11.39","367.95","16.43","20.470000000000013","46.1","195.32"
Mirae Asset S&P 500 Top 50 ETF,MASPTOP50,"Equity","282.692129632","0.54","19.09544551247758",,,,,,,,,,,,,
Brand Concepts Ltd,BCONCEPTS,"Retail - Department Stores","282.165311462",,,"32.62000000000004","5.230000000000041","0","4.22476833850366","2.44","0","19.71000000000004","12.04","293.02000000000004","12.91","7.670000000000041","1.3","145.44"
U. Y. Fincorp Ltd,UYFINCORP,"Diversified Financials","282.12344190700003",,,"17.980000000000004","11.720000000000002","0","0.6160693305921544","5.21","0","16.930000000000003",,"112.99","1.05","16.930000000000003",,
Phantom Digital Effects Ltd,PHANTOMFX,"Animation","281.992788",,,"40.33","20.21","0","14.883056439260045","7.82","0","32.81","4.78","104.37","7.52","28.03","1.9","0"
Halder Venture Ltd,HALDER,"FMCG - Foods","281.72375775",,,"71.46000000000002","21.070000000000018","0.016674117228286645","19.99086341241853","18.38","0.33333000003333296","66.45000000000002","27","872.48","5.01","39.45000000000002","7.36","694.48"
Radix Industries (India) Ltd,RADIXIND,"FMCG - Personal Products","281.60954505",,,"4.719999999999999","3.1999999999999993","0.2347417840375587","2.13","1.09","0.5","4.369999999999999","0.08","51.41","0.35","4.289999999999999",,
LIC MF Gold ETF,LICMFGOLD,"Gold","281.451552","0.45","24.91504009629525",,,,,,,,,,,,,
Integra Essentia Ltd,ESSENTIA,"Agro Products","280.84532064",,,"11.660000000000021","3.850000000000022","0","0.038525329511907666","2.38","0","7.810000000000022","1.58","448.21000000000004","3.85","6.230000000000022","0.01","430.14"
Asahi Songwon Colors Ltd,ASAHISONG,"Specialty Chemicals","279.817812618",,,"60.20999999999995","19.749999999999957","0.08952350886075969","16.75537542136584","5.220000000000001","1.5","41.439999999999955","16.47","566.4","18.77","24.969999999999956","44.59","372.84"
Quest Flow Controls Ltd,MESON,"Industrial Machinery","278.853481255",,,"13.189999999999992","6.249999999999993","0","6.151537264241097","2.69","0","9.749999999999993","0.81","67.94","3.44","8.939999999999992","0.03","43.17"
B.R.Goyal Infrastructure Ltd,BRGIL,"Construction & Engineering","278.7490368",,,"48.07000000000005","25.17000000000005","0","12.213286192086633","8.75","0","42.68000000000005","8.76","515.09","5.39","33.92000000000005","14.14","100.25"
Atvo Enterprises Ltd,ATVOENT,"Apparel & Accessories","278.69610735",,,"0.16999999999999973","0.09999999999999973","0","0.00934709861852684","0.04","0","0.15999999999999973","0.02","5.17","0.01","0.13999999999999974","0","4.28"
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,"Construction & Engineering","278.4568864",,,"17.530000000000005","8.700000000000005","0","3.499284979435871","-0.53","0","10.930000000000005","2.76","53.019999999999996","6.6","8.170000000000005","1.37","0"
Krishca Strapping Solutions Ltd,KRISHCA,"Iron & Steel","278.443",,,"24.38999999999999","11.599999999999987","0","8.17477096546863","4.23","0","19.62999999999999","3.8","151.07999999999998","4.76","15.829999999999988","2.57","104.8"
GSM Foils Ltd,GSMFOILS,"Metals - Aluminium","277.6271553",,,"30.149999999999977","19.839999999999975","0","14.08","6.85","0","29.689999999999976","3","258.52","0.46","26.689999999999976",,
Cryogenic OGS Ltd,CRYOGENIC,"Oil & Gas - Equipment & Services","277.4604",,,"14.180000000000003","10.180000000000003","0","7.69","3.31","0","13.600000000000003","0.11","43.67","0.58","13.490000000000004",,
Hampton Sky Realty Ltd,HAMPTON,"Real Estate","277.2239847",,,"18.840000000000007","5.510000000000009","0","0.2009425701758196","8.01","0","17.35000000000001","3.83","61.13","1.49","13.520000000000008","0.41","17.66"
Cineline India Ltd,CINELINE,"Real Estate","276.76998741799997",,,"57.19","11.519999999999998","0.37202380952380953","3.36","3.16","1.25","27.9","13.22","245.01","29.29","14.679999999999998",,
Sakuma Exports Ltd,SAKUMA,"Commodities Trading","275.91848064",,,"26.37999999999998","14.799999999999981","0.463680607826031","0.1078328469125014","5.83","0.05","24.19999999999998","3.57","2302.01","2.18","20.62999999999998","0.05","2188.34"
Khemani Distributors & Marketing Ltd,KDML,"Commodities Trading","274.76904",,,"18.729999999999993","13.699999999999996","0","5.963262818838685","4.38","0","18.599999999999994","0.52","92.12","0.13","18.079999999999995","0.05","68.68"
KCP Sugar and Industries Corp Ltd,KCPSUGIND,"Sugar","274.1650509",,,"43.19999999999999","14.38999999999999","0.07879433634468386","1.26912674995513","13.629999999999999","0.1","37.12999999999999","9.11","341.82","6.07","28.01999999999999","3.95","178.03"
Shemaroo Entertainment Ltd,SHEMAROO,"Movies & TV Serials","274.000861563",,,"-258.67999999999995","-218.6099999999999","0","-79.96","-76.12","0","-264.63999999999993","30.09","589.21","5.96","-294.7299999999999",,
Tierra Agrotech Ltd,TIERRA,"Agro Products","272.793315134",,,"-14.320000000000007","-11.590000000000007","0","-1.907409645457888","-4.22","0","-15.730000000000008","0.08","76.67","1.41","-15.810000000000008","0","61.6"
Spunweb Nonwoven Ltd,SPUNWEB,"Building Products - Others","272.60955579",,,"58.02999999999997","23.07999999999997","0","10.37","10.67","0","45.239999999999974","11.49","326.53","12.79","33.74999999999997",,
Arihant Academy Ltd,ARIHANTACA,"Education Services","272.484",,,"7.560000000000002","4.440000000000002","0.1363783783783783","7.332540626238609","1.21","1","5.690000000000002","0.04","42.52","1.87","5.650000000000002","1.15","0"
Nidhi Granites Ltd,NIDHGRN,"Investment Banking & Brokerage","272",,,"3.529999999999994","1.9199999999999942","0","2.3999999999999924","0.61","0","2.899999999999994","0.37","47.33","0.63","2.529999999999994","0.01","42.31"
Emerald Leisures Ltd,EMERALL,"Wellness Services","269.959335",,,"7.399999999999999","-8.570000000000002","0","-5.7","0","0","5.579999999999998","14.15","16.7","1.82","-8.570000000000002",,
Nitin Castings Ltd,NITINCAST,"Metals - Iron","269.919825",,,"19.289999999999992","12.399999999999991","0.1243790322580646","24.119821046488994","4.36","3","17.21999999999999","0.46","154.47","2.07","16.75999999999999","0.22","103.51"
Quest Capital Markets Ltd,QUESTCAP,"Investment Banking & Brokerage","269",,,"25.38","19.63","0.1273560876209883","19.63","5.75","2.5","25.38",,"25.99","0","25.38",,
Evexia Lifecare Ltd,EVEXIA,"Fertilizers & Agro Chemicals","268.45804628499997",,,"2.8700000000000045","1.6200000000000045","0","0.01","0.58","0","2.2100000000000044","0.01","110.28","0.66","2.2000000000000046",,
Zenotech Laboratories Ltd,ZENOTECH,"Biotechnology","267.985224088",,,"11.300000000000004","-1.0699999999999958","0","-0.18","5.26","0","4.190000000000004","0","45.92","7.11","4.190000000000004",,
Goldkart Jewels Ltd,GOLDKART,"Precious Metals, Jewellery & Watches","267.894186",,,"6.989999999999995","3.549999999999994","0","2.12","1.06","0","6.919999999999995","2.31","117.32","0.07","4.609999999999994",,
Sawaliya Food Products Ltd,SAWALIYA,"FMCG - Foods","267.8415311",,,"12.369999999999997","6.949999999999997","0","9.50048110709721","2.38","0","11.909999999999997","2.58","34.33","0.46","9.329999999999997","0","21.89"
Delphi World Money Ltd,DELPHIFX,"Consumer Finance","267.587142525",,,"3.1299999999999955","1.9599999999999955","0","0.10934398213112712","0.020000000000000018","0","1.9799999999999955",,"73.96","1.15","1.9799999999999955",,
DCM Nouvelle Ltd,DCMNVL,"Textiles","267.540076676",,,"55.31000000000006","3.6100000000000607","0","1.93","3.7800000000000002","0","26.50000000000006","19.11","1028.43","28.81","7.390000000000061",,
BPL Ltd,BPL,"Home Electronics & Appliances","267.50555196199997",,,"4.840000000000003","0.2400000000000034","0","0.049003842738420365","-0.06999999999999992","0","2.5500000000000034","2.38","136.97","2.29","0.17000000000000348","2.25","38.15"
Kaycee Industries Ltd,KAYCEEI,"Electrical Components & Equipments","267.46258",,,"8.530000000000001","4.4","0.1440922190201729","13.88","2.44","2","7.220000000000001","0.38","60.74","1.31","6.840000000000001",,
United Nilgiri Tea Estates Company Ltd,UNITEDTEA,"Tea & Coffee","267.44119515",,,"29.53","21.939999999999998","0.07287633796401732","43.91","3.99","3.2","26.05","0.12","93.06","3.48","25.93",,
Gennex Laboratories Ltd,GENNEX,"Pharmaceuticals","266.02770303",,,"26.989999999999988","18.11999999999999","0","0.7966667533386158","3.27","0","24.99999999999999","3.61","148.32999999999998","1.99","21.38999999999999","4.71","102.03"
AdCounty Media India Ltd,ADCOUNTY,"Advertising","265.851678",,,"28.119999999999997","20.25","0","9.65","7.04","0","27.65","0.36","89.55","0.47","27.29",,
Vikas Lifecare Ltd,VIKASLIFE,"Plastic Products","265.64660408000003",,,"-1.5700000000000216","-10.620000000000022","0","-0.06047539878401901","-2.2599999999999993","0","-8.310000000000022","4.57","505.97999999999996","6.74","-12.880000000000022","0.28","465.71"
P.E. Analytics Ltd,PROPEQUITY,"Real Estate","265.30205224",,,"21.470000000000006","15.690000000000007","0","14.97","5.290000000000001","0","20.980000000000008","0","53.84","0.49","20.980000000000008",,
Poddar Pigments Ltd,PODDARMENT,"Specialty Chemicals","265.25",,,"30.569999999999993","14.759999999999993","0.2875629043853343","13.91","5.279999999999999","4","21.18999999999999","1.15","381.71","9.38","20.039999999999992",,
D P Wires Ltd,DPWIRES,"Iron & Steel","264.931573203",,,"35.19999999999988","22.20999999999988","0","14.328621812381556","7.77","0","31.41999999999988","1.44","629.8299999999999","3.78","29.97999999999988","16.79","538.63"
Shri Keshav Cements and Infra Ltd,SKCIL,"Cement","264.4425552",,,"28.350000000000012","-6.169999999999985","0","-3.52314701881234","4.47","0","16.430000000000014","18.13","124.60000000000001","11.92","-1.699999999999985","3.46","71.33"
Shankar Lal Rampal Dye-Chem Ltd,SRD,"Specialty Chemicals","264.43866851999996",,,"16.45999999999998","11.399999999999977","0.02805560526315795","1.7821750602422035","4.03","0.05","16.359999999999978","0.93","401.78","0.1","15.429999999999978","0","382.15"
RDB Rasayans Ltd,RDBRL,"Packaging","264.216242",,,"37.239999999999995","26.469999999999995","0","14.94230812653826","9.48","0","36.08","0.13","170.41","1.16","35.949999999999996","6.21","104.4"
Ponni Sugars (Erode) Ltd,PONNIERODE,"Sugar","263.24056707",,,"101.85000000000002","48.03000000000003","0.08952551477170993","55.85","42.22","5","90.85000000000002","0.6","481.1","11","90.25000000000003",,
D & H India Ltd,DHINDIA,"Industrial Machinery","263.0395",,,"15.04","5.149999999999998","0","5.846145196478584","2.4000000000000004","0","12.079999999999998","4.53","209.65","2.96","7.549999999999998","4.98","150.47"
E Factor Experiences Ltd,EFACTOR,"Advertising","262.75927398000005",,,"29.07000000000002","20.17000000000002","0.07786672087258296","15.410948175968747","6.86","1.2","27.79000000000002","0.76","173.70000000000002","1.28","27.03000000000002","0.78","0"
Almondz Global Securities Ltd,ALMONDZ,"Investment Banking & Brokerage","262.727538802",,,"24.539999999999992","17.319999999999993","0","1.0397988634087165","2.9499999999999997","0","20.269999999999992",,"160.65","4.27","20.269999999999992",,
Frog Innovations Ltd,FROG,"Electronic Equipments","261.5455545",,,"38.39999999999999","23.54999999999999","0","15.210967398149487","9.290000000000001","0","34.10999999999999","1.27","222.23","4.29","32.83999999999999","0.75","121.18"
Indian Toners & Developers Ltd,INDTONER,"Commodity Chemicals","261.40401846",,,"40.129999999999995","27.229999999999997","0","26.21","7.470000000000001","0","34.87","0.17","171.49","5.26","34.699999999999996",,
Nureca Ltd,NURECA,"Pharmaceuticals","260.1604488",,,"4.900000000000012","0.860000000000012","0","0.8599849502633824","0.4900000000000001","0","2.560000000000012","1.21","122.10000000000001","2.34","1.350000000000012","0.18","74.97"
Kerala Ayurveda Ltd,KERALAYUR,"Pharmaceuticals","259.51184745",,,"-3.1700000000000186","-13.96000000000002","0","-11.601958736420386","1.72","0","-8.15000000000002","4.09","127.41999999999999","4.98","-12.24000000000002","1.94","23"
Globe Civil Projects Ltd,GLOBECIVIL,"Construction & Engineering","258.34438967399996",,,"57.01999999999998","24.049999999999983","0","5.656748634012804","9.19","0","53.11999999999998","19.88","381.57","3.9","33.23999999999998","2.17","8.37"
Active Infrastructures Ltd,ACTIVEINFR,"Construction & Engineering","258.2582752",,,"24.36","9.47","0.13584916578669484","7.3611051949348125","7.959999999999999","1","20.64","3.21","90.5","3.72","17.43","0","65.5"
Sharp India Ltd,SHARP,"Home Electronics & Appliances","258.1428",,,"-10.090000000000002","-24.200000000000003","0","-9.33","0","0","-10.250000000000002","13.95","0.04","0.16","-24.200000000000003",,
FCS Software Solutions Ltd,FCSSOFT,"Software Services","258.1425181",,,"13.259999999999998","3.7399999999999975","0","0.021877062490776086","1.29","0","10.299999999999997","5.27","44.71","2.96","5.029999999999998","1.49","0.22"
TRF Ltd,TRF,"Industrial Machinery","257.99843934",,,"13.259999999999991","-4.4700000000000095","0","-4.06","0","0","10.34999999999999","14.82","100.96","2.91","-4.4700000000000095",,
Mercantile Ventures Ltd,MERCANTILE,"Real Estate","257.4118485",,,"14.239999999999995","16.279999999999998","0","1.4546338957664569","-3.1700000000000004","0","13.309999999999995","0.2","85.07","0.93","13.109999999999996","0.2","0"
AVG Logistics Ltd,AVG,"Logistics","257.1858576",,,"99.00999999999999","21.32999999999999","0.0807747960618847","14.856119216700138","7.84","1.2","55.61999999999999","26.45","554.36","43.39","29.16999999999999","1.29","0"
