Name,Ticker,"Sub-Sector","Market Cap","Current Ratio","Cash Conversion Cycle","Interest Coverage Ratio","Long Term Debt to Equity","Debt to Equity","Quick Ratio","Net Income / Liabilities","Working Capital Turnover Ratio","Inventory Turnover Ratio","Asset Turnover Ratio","Days of Inventory Outstanding","Earning Power","Days of Sales Outstanding","Days Payable Outstanding","Price Momentum Rank","Fundamental Score","Value Momentum Rank","Earnings Quality Rank","Price to Intrinsic Value Rank"
Kamat Hotels (India) Ltd,KAMATHOTEL,"Hotels, Resorts & Cruise Lines","483.94486195200005","0.8856650768415477","-175.3669295616","2.89117544471573","0.7114127702362997","0.7309487897723193","0.8237943826179123","13.747385358004822","-17.003189453540298","0","0.6641804681140883",,"14.067989341660864","7.9740764825050645",,,"4.02777777777778",,,
Tandhan Industries Ltd,ZSANMCOM,"Commodities Trading","482.59416","4.4772727272727275",,,"0","0.15384615384615383","4.4772727272727275","84.09090909090911","0.42508710801393723",,"0.2766439909297052",,"21.500000000000004","0",,,,,,
Emami Paper Mills Ltd,EMAMIPAP,"Paper Products","482.35892565","1.0447405631378335",,"1.545677398267693","0.24377679175753925","0.8207741094482465","0.47776035903110786","2.5517011340894062","96.74593241551956","4.714028280598081","1.0944171980654442","77.4284705720288","5.204882397613841","48.57380336351874","32.86345008093123",,"5.49",,,
Orient Ceratech Ltd,ORIENTCER,"Metals - Diversified","481.54778","2.7706551037149887","204.6842068825","2.6409937888198787","0.12983708520337844","0.2527476410926953","1.409820696120942","7.362645510491602","2.3653646857020334","1.5162500565022825","0.8030622891946326","240.72546506081565","5.088071989278198","86.02507931711739","99.93322203672788",,"4.5125",,,
ABM Knowledgeware Ltd,ABMKNO,"Software Services","481.352943","6.462280399586634",,"65.94117647058823","0","0","6.462280399586634","35.99299649824914","0.671534716884448",,"0.38648553997013996","0","7.982340584612099","163.00362457077452","1557.7678571428569",,,,,
Riddhi Siddhi Gluco Biols Ltd,RIDDHI,"Commodities Trading","480.47627853999995","3.3512548739634247","556.6057096737","0.6168032786885201","0.0009327887863661627","0.06344224272676852","3.106815311109891",,"0.47555456162209936","5.612916328188465","0.12550694903107038","65.02858383385194","0.3373777566060446","28.69748745969187","24.299876980968232",,,,,
A B Cotspin India Ltd,ABCOTS,"Textiles","480.21258768","1.6493022366660293",,"2.3153846153846165","0.6335319609967496","1.496840014445648","0.8695278149493403","5.7485501942458255","5.75904306220096","3.429956970152312","1.237243534394145","106.41532916484128","8.35038318826508","52.146322820776966","2.136883189294675",,,,,
Aryaman Capital Markets Ltd,ARYACAPM,"Diversified Financials","479.20481126000004","12.355839416058394",,,"0.36206228194857215","0.36206228194857215","9.483576642335766","71.771694214876","0.9855930846806467",,"0.5947355711180874",,"28.541899922487296","1.067078122462238",,,,,,
High Energy Batteries (India) Ltd,HIGHENE,"Aerospace & Defense Equipments","479.117248","3.6630148992112184","668.3922979287","12.155913978494624","0","0.11295180722891565","1.8751095530236637","57.87890184279809","1.6060714927249864","0","0.760062906447911",,"17.917426103494734","96.19980986466837",,,,,,
United Drilling Tools Ltd,UNIDT,"Oil & Gas - Equipment & Services","478.09801104799993","3.775841346153847",,"8.255474452554752","0.005828917486752477","0.13050719152157458","1.4532752403846159","20.46042773464109","0.9535053280987101","0.5725250310182648","0.48961078232321054","637.5267110170345","6.700038505968431","140.81730486441973","151.85339179518195",,"6.4125",,,
Monika Alcobev Ltd,MONIKA,"Alcoholic Beverages","477.36888205500003","1.4692087794951305",,"2.914079822616408","0.21653994375585892","1.8132486199354236","0.7452395949416153","14.10768353152837","3.792399804496578","0","1.1488164640127332",,"16.230317999382528","116.29031478557849",,,,,,
Sunita Tools Ltd,SUNITATOOL,"Industrial Machinery","477.283633695","3.5163704396632367","373.4364896203","17.142857142857153","0.0020938023450586376","0.0958961474036851","1.7680074836295603","58.71985157699442","1.9583418419440475","0","0.9883541172833145",,"14.349162965493687","106.56934306569342",,,,,,
Pasupati Acrylon Ltd,PASUPTAC,"Textiles","476.68393110799997","3.053631795340338","74.6757716848","20.083999999999982","0.27851925083758994","0.2959026747954084","1.818455915943353","15.295796574987008","2.9030186255619785","4.2244255963047035","1.1564221818148592","86.40227923987632","8.433269508549154","30.486844184576487","8.157520171932735",,"6.72131147540984",,,
Vinsys IT Services India Ltd,VINSYS,"IT Services & Consulting","476.4203811","3.4989804835420917",,"15.546184738955823","0.10794328403720077","0.14750724195761547","3.4989804835420917","61.19372580973725","2.8164149704530534",,"1.3479777505420947","0","21.47334553724968","100.69963165011424","4451.89393939394",,,,,
Freshara Agro Exports Ltd,FRESHARA,"Agro Products","476.328784","1.7619302949061666",,"7.193548387096774","0.06156497219393745","0.7444192057648624","1.2913315460232353","23.668201249588943","5.448636221130732","3.8828273244781792","1.2536488013657456","94.00366524129504","17.889374674100516","112.75250297287967","46.199144777031144",,,,,
Hindustan Media Ventures Ltd,HMVL,"Publishing","473.876536166","1.7462006920415227","-13.0022073927","13.152337858220202","0.015498823575418267","0.025926963912116848","1.7012733564013842","10.361272446315326","1.9258744345139578","5.334074074074074","0.38506102134644066","68.42799611165115","3.816209261309674","49.0216108443813","214.69494977549414",,"5.525",,,
ETOE Transportation Infrastructure Ltd,E2ERAIL,"Rail","472.857418","1.6016934508380858",,"2.4899274778404497","0.03946234706186457","0.571342409098742","1.5912101837451764","8.011373139320943","3.0328593619309347","136.0420168067227","1.0228078658929722","2.6829946259806037","10.45933046745421","112.84916476243006","185.18299462598057",,,,,
Megatherm Induction Ltd,MEGATHERM,"Industrial Machinery","472.33707603","1.444065534880273",,"5.815307820299499","0.02287327920931873","0.23028591599011647","0.7248128104381348","14.70080750914486","5.645448203697244","2.6452551477170996","1.1629603017783365","137.98290887553938","12.197249947651283","37.981603904729546","65.92636855909976",,,,,
Ugar Sugar Works Ltd,UGARSUGAR,"Sugar","472.1625","0.8891386872074597",,"1.2741116751269026","0.42643518518518525","2.8286111111111114","0.24254597722330748","1.4891430320788899","-26.435938330675167","0","1.346456906122228",,"6.882064707859399","32.11715199292121",,,"4.71791044776119",,,
OCCL Ltd,OCCLLTD,"Commodity Chemicals","471.63224332","1.8717579250720462",,"6.217153284671535","0.061668895561555345","0.15646842118543564","1.0872412889703957","15.514492753623186","9.294206170052671","4.727333444648522","1.1556669972493028","77.21054676462278","6.376448129363106","38.3675518134715","31.37927380615993",,,,,"98.43"
Emrock Corporation Ltd,EMROCK,"Construction & Engineering","471.436","5.721649484536083",,,"0","0.11732605729877217","1.0824742268041236","123.4693877551023","0.5819761129207385","0","0.34625322997416025",,"21.660649819494587","36.77238805970149",,,,,,
Wim Plast Ltd,WIMPLAST,"Plastic Products","469.5114264","16.101115760111576",,"856.5555555555553","0","0","13.662133891213388","152.9726834493845","0.9869734691311454","2.8645576554368666","0.7123384637723246","127.41932399483674","13.473268434206615","74.62379290136826","36.67100922694459",,,,,
PREVEST DENPRO LTD,PREVEST,"Health Care Equipment & Supplies","468.95721","14.38255033557047",,"94.2692307692308","0","0","13.033557046979867","260.4017216642754","0.9699269252388982","1.827731092436975","0.6657021604938272","199.70114942528733","21.77892304958238","41.77774558099102","42.37356321839081",,,,,
Kotyark Industries Ltd,KOTYARK,"Oil & Gas - Refining & Marketing","468.83048076000006","2.424765902486277",,"4.227163461538463","0.20447083478868322","0.4811037373384562","0.3532450758798837","20.459745070269104","3.5104224724111024","0","1.3792016116670682",,"14.969779518174859","25.53331004699606",,,,,,
Sil Investments Ltd,SILINV,"Diversified Financials","468.2840327","42.5306122448984","-205.1110200455",,"0","0","42.5306122448984","11.658086988687149","0.8976870181287769",,"0.021679143972396165",,"1.44599081596609","0",,,"4.43478260869565",,,
Pune E - Stock Broking Ltd,PESB,"Investment Banking & Brokerage","468.27300834","2.1097910347152005",,,"0.06802495354393416","0.3058800106185293","2.1097910347152005","15.037304822705952","0.7970645676747352",,"0.24498854003710846",,"9.490897431329937","307.3284823284823",,,,,,
Nahar Industrial Enterprises Ltd,NAHARINDUS,"Textiles","467.614003163","1.5644987169277054",,"1.5224107919930319","0.19854997829006496","0.6275685882483618","0.5993097955933102","2.3013282165017483","4.917765105481289","1.95507845947237","0.9147056777873089","186.69327475405","3.902594106787275","40.46741141582603","28.33489309127119",,"5.46311475409836",,,
Donear Industries Ltd,DONEAR,"Textiles","466.492","1.2740328253223914",,"2.0513545347467605","0.02181508308478899","1.6603749467405198","0.56463462289957","5.7606769609084","6.812486130630964","1.6078527749266331","1.2296046087809827","227.01083438230535","11.054128160861175","76.85378618428196","52.042528322244195",,"2.95409836065574",,,
Emami Realty Ltd,EMAMIREAL,"Real Estate","466.32771321800004","1.4225914848048444",,"-0.3001945869449851",,,"0.6746131974447027",,"0.2099474975923453","0.0030765128752063826","0.06075139169500249","118640.81666666668",,"29.448986386504888","515.2583333333332",,"4.1",,,
DIC India Ltd,DICIND,"Specialty Chemicals","466.154346945","2.420237851137995",,"17.64788732394368","0.005598973521521055","0.009541584042925464","1.776348164855444","8.610945865556225","3.357150869321368","5.491594748251462","1.4746618708580719","66.46521033188345","3.975442993797297","102.54001136021918","71.97022284454509",,"4.86274509803922",,,
Qualitek Labs Ltd,QLL,"Labs & Life Sciences Services","465.906459535","1.3082591341725514",,"5.698198198198199","0.33268671193016486","0.5419765060890183","1.2268959164875652","9.68682836966534",,,"0.8959665674665991",,"8.00987779395935",,,,,,,
Captain Technocast Ltd,CTCL,"Industrial Machinery","465.330804","1.5882066276803117",,"9.316062176165799","0.015239477503628446","0.1081277213352685","1.0755360623781676","54.98817966903069","12.631229235880397","0","2.502256487401279",,"28.77260361657864","43.18723228376042",,,,,,
Birla Cable Ltd,BIRLACABLE,"Telecom Equipments","465.12","2.1755499910570557","141.7078309977","1.499625468164798","0.1545113524185587","0.4399210266535044","1.7177606868181006","2.9975429975430288","4.339152768295458","8.48108023237557","1.5268667131891136","43.036970527251185","4.811921644033181","104.111472412863","19.23115373222749",,"5.815",,,
Sheetal Cool Products Ltd,SCPL,"Packaged Foods & Meats","464.94","1.9665770265078757","219.5522924205","4.344725111441299","0.04583937152009766","0.5735641827473114","0.5486938148290437","13.833959115561074","3.36235515189477","1.623314829500397","1.3262507720815315","224.84855886663405","11.651259164807119","54.13010742672628","35.71867922014477",,,,,
Captain Polyplast Ltd,CPL,"Industrial Machinery","464.76079517","2.137710781808891",,"4.821811100292116","0.07324584895554369","0.44690680235672203","1.803866462272185","24.309435133457512","2.754180902715339","5.628726287262872","1.1235534689236526","64.8459316321618","17.797584818861427","215.98891681901281","84.00096292729899",,,,,
Keltech Energies Ltd,KELENRG,"Commodity Chemicals","464.35","1.2317464749406675","18.1820650245","8.649651972157791","0.09397319637268277","0.3132974881630688","0.9382940108892923","15.329768270944793","14.49897630886224","8.54251012145749","1.9440762382838548","42.72748815165877","12.975983292725404","38.641168401516985","86.86118330530502",,,,,
Pansari Developers Ltd,PANSARI,"Real Estate","463.910412","1.1316069258809234",,"3.356807511737084","0","0.7520113230035756","0.5142770352369379","2.7138514980460187","1.5553243149497065","0","0.12165773587465235",,"3.4827082318558156","86.77297056199824",,,,,,
Universus Photo Imagings Ltd,UNIVPHOTO,"Health Care Equipment & Supplies","463.69814543999996","180.5841121495328",,,"0","0","177.89719626168232","480.7182320442019","0.24164341269370063","2.4371497197758205","0.13781038374717833","149.76511169513796","10.714645926955276","4.947379197379197","11.990801576872537",,,,,
Pajson Agro India Ltd,PAJSON,"FMCG - Foods","463.09662275","1.621945137157107",,"13.202205882352944","0.0020357385206966677","0.329563447183895","0.9216957605985036","115.14166279609859","37.10036101083033","0","4.242404227212682",,"54.62427745664742","4.688229799159271",,,,,,
Aries Agro Ltd (CN),ARIES,"Fertilizers & Agro Chemicals","461.39394771999997","1.6890391731529926",,"3.389876144318797","0.118252453653217","0.16572382769901853","1.1240270511675388","11.810258012987482","5.290295165560749","2.489797492767599","1.4727866704279695","146.59826795562992","10.827127156395667","52.0755224101924","56.96551403606618",,,,,
Vikram Thermo (India) Ltd,VIKRAMTH,"Pharmaceuticals","460.49002725","3.1270553064275037",,"20.659574468085104","0.018032111980238786","0.052696582955948944","2.596910812157449","33.18330605564646","2.6734292516302665","4.3438735177865615","0.8950651510950928","84.02638762511373","13.311398999246006","118.07244076196376","80.8712465878071",,,,,
Mirae Asset NYSE FANG+ ETF,MAFANG,"Equity","459.73124442",,,,,,,,,,,,,,,,,,,
Rushil Decor Ltd,RUSHIL,"Building Products - Laminates","459.1973233","1.3108981910521218","108.3024075901","3.2614828209764943","0.22462128355019179","0.42689672512414367","0.6794680489018037","7.977567240206415",,,"1.472773495823413",,"7.278156652273923",,,,,,,
Kalyani Cast-Tech Ltd,KALYANI,"Industrial Machinery","458.83395","6.618503118503118",,"84.08695652173908","0","0.08111845137501922","5.704781704781705","144.8626653102743","2.8752312435765677","9.217724755006392","2.0050168422561456","39.59762411019691","25.814201815269605","55.47540749213612","11.776370527872794",,,,,
Brahmaputra Infrastructure Ltd,BRAHMINFRA,"Construction & Engineering","457.475076","1.1852311861344775",,"2.5683060109289615","0.2541815382462034","0.6501504653929597","0.6527409247445379","7.1868036043019075","4.711725452812201","0.19243884358784283","0.3491227078800893","1896.7064714946073","7.40030345538347","45.660077691903055","929.3721109399077",,,,,
Suditi Industries Ltd,SUDTIND-B,"Textiles","456.88069104","1.0046932618169628",,"16.3661971830986","0.07964601769911502","0.30088495575221236","0.8677505866577272","15.883601091239777","-8.959331880900509","0","1.7815162454873648",,"12.634554746112869","90.22189349112425",,,,,,
ATMASTCO Ltd,ATMASTCO,"Iron & Steel","456.8497243","1.9485283168709986",,"3.043898809523808","0.20174473436026408","0.5805564287959761","1.2673350871097437","6.53825284861638","1.7629589140931032","1.7172875716849798","0.8142724901119245","212.54448353217094","9.691556903250254","155.69837742868955","133.79983685122875",,,,,
Cropster Agro Ltd,CROPSTER,"Agro Products","456.12","29.72258064516129",,,"0.004169369035485963","0.004169369035485963","28.622580645161293","365.16853932584445","2.6372628726287264","31.522441651705567","2.2253601646466956","11.579052283859209","12.045923401201929","84.50341673945435","6.662632418270873",,,,,
Tara Chand Infralogistic Solutions Ltd,TARACHAND,"Business Support Services","455.9232216","1.5446414051065214",,"4.593236714975845","0.577572711543215","0.9234571970009062","1.5184582859001463","10.282766810152886","12.743476337903585","0","0.8894685662247057",,"12.163233977229117","71.44691632249332",,,,,,
Suratwwala Business Group Ltd,SBGLP,"Real Estate","455.56498788000005","3.082098518221866",,"102.86666666666662","0.9207299686341602","1.0367835757057313","0.44593512214657555","9.545730912881085","0.45514970425025914","0.00016836434043269636","0.238863287250384","2167917.5","8.328385599395475","54.084941050375136","202118.75",,,,,
Systematic Industries Ltd,SYSTEMATIC,"Cables","454.77574333","1.4150343554507232",,"4.001209189842803","0.32005443523444266","1.2262773722627738","1.0027689467746899","14.789014332612682","12.231449965963238","9.845575399489727","2.4461567783919183","37.0724904528096","16.084969861948267","53.26302315227072","13.37138570649209",,,,,
Mishtann Foods Ltd,MISHTANN,"FMCG - Foods","454.75264506599996","6.173563278826436","126.9686292664","171.8223350253807","0.03268824368356947","0.048907442301085784","6.158210210841789","150.4264632880545","1.7806302107607066","61.740646567381035","1.504780972386329","5.911826653801803","28.632695528599704","232.15101822702718","28.032322970842262",,,,,
TechD Cybersecurity Ltd,TECHD,"Software Services","454.0197931","3.924812030075188",,"24.183673469387756","0","0.014453477868112014","3.924812030075188","120.86330935251799","2.4993799090533275",,"1.5818942961800104","0","40.73564798899966","88.68425405226597","8232.777777777777",,,,,
Sattrix Information Security Ltd,SATTRIX,"IT Services & Consulting","453.93516","2.2486709982279978",,"22","0.00437996167533534","0.04763208321927183","2.2486709982279978","23.383371824480367","3.363432835820895",,"1.1584629225035343","0","11.439182915506036","115.64677168848456","131.79116394606103",,,,,
Shiv Aum Steels Ltd,SHIVAUM,"Commodities Trading","453.165328","2.411427260211106",,"2.618272841051298","0.11639937920331092","0.8128125538886015","1.135842129417164","9.687654933068787","4.913960612691466","5.366086214683595","2.805556943680975","68.0197792948658","9.648111423695923","38.16955220690392","0.8055737398297954",,,,,
S J Logistics (India) Ltd,SJLOGISTIC,"Logistics","452.676648","6.998217468805703",,"13.284684684684688","0.20739446334958153","0.27986756185045525","6.998217468805703","65.58360409897529","3.4059198049309134",,"2.2488819320214666","0","24.78485948635203","98.97862185542407","9.150941084207432",,,,,
JD Cables Ltd,JDCABLES,"Cables","451.36050668","1.247703138050352",,"9.142857142857146","0.04369579719813193","1.5313542361574384","0.817563536570815","25.994134897360716","20.465306122448975","8.986545228731112","3.12788521522146","40.61627585571474","28.88136769938385","62.808536098923014","39.58216243608053",,,,,
Maxvolt Energy Industries Ltd,MAXVOLT,"Batteries","450.6048246","4.380268199233717",,"10.461095100864544","0.0855560413933829","0.13846378078997232","3.4248084291187744","90.59829059829046","7.254768557890898","0","4.700409319899244",,"38.00251256281403","22.830073349633256",,,,,,
Globe International Carriers Ltd,GICL,"Logistics","450.50526211199997","2.200956937799043",,"3.8275862068965485","0.04335997279374254","0.4332596497194354","2.200956937799043","13.248688931824434","3.771765271765271",,"1.7638193780576952","0","9.343434343434334","99.38994452591979","5340.918367346939",,,,,
Digispice Technologies Ltd,DIGISPICE,"Telecom Equipments","449.950052414","1.2474460599381123","-8.9089625365","14.891625615763546","0.007806365190078062","0.3647743544736476","1.245051078801238","3.82553311565284","5.102836879432621","0","0.7184223664503245",,"4.242033032569496","18.277602910517928",,,"3.44545454545454",,,
Neetu Yoshi Ltd,NEETUYOSHI,"Auto Parts","449.061782","1.947058823529412",,"12.268156424581006","0.1391810248377713","0.3052136943387782","1.2218487394957982","87.09506107275628","8.9519595448799","6.949876746096959","1.387887103096825","52.51891700165525","34.57178841309824","48.659793814433","2.200874911326555",,,,,
Sarveshwar Foods Ltd,SARVESHWAR,"Packaged Foods & Meats","448.31203471599997","1.5120065258399469",,"1.9176529841349754","0.04188412932873794","0.9969473165928115","0.6502557653416718","4.474064717711758","4.022123582047489","2.7113298443836","1.345297080743512","134.6202863351655","8.40192422269787","69.4836956521739","59.735331714176155",,,,,
Megamont Ltd,VRWODAR,"Wood Products","447.52358397","0",,,,,"0",,"0",,,,,,,,,,,
Shah Metacorp Ltd,SHAH,"Iron & Steel","447.03148733","10.034366576819409",,"885","0.10732208718785899","0.10732208718785899","9.474393530997306","99.54198473282435","2.2432239265490126","15.394198763670943","1.213550651359229","23.710230431828013","17.86615524376703","171.06747218273617","42.572434669796756",,"0.694029850746269",,,
Prakash Pipes Ltd,PPL,"Building Products - Pipes","447.01011790600006","3.572124917382684",,"16.514522821576758","0.016069054111919945","0.08757972549638277","3.0222240581625917","61.93173349232368","2.6478454680534917","9.332129371203417","1.4816427196801254","39.112188170718824","20.66137154129678","37.33127151666477","31.348826571901057",,"7.63809523809524",,,
Veljan Denison Ltd,VELJAN,"Industrial Machinery","446.1975","4.879642959976964",,"52.640624999999986","0.002303126937726992","0.03716006732217203","2.6878779153469616","56.82798275035941","1.261002663698167","0.9032532426110993","0.6263675500612188","404.0948681732581","12.593450956937795","75.5362885427833","69.33968926553673",,,,,
Nisus Finance Services Co Ltd,NISUS,"Specialized Finance","445.9235175","7.383903133903133",,,"0.007162095984329089","0.05809255631733595","7.383903133903133","204.05319822672539","1.3759153783563873",,"0.5924498554786721",,"23.11470834496232","76.51833234772324",,,,,,
SRG Housing Finance Ltd,SRGHFL,"Consumer Finance","444.72212896999997","2.660287081339713",,,"2.2137904906232238","2.2137904906232238","2.660287081339713","5.366643534582469","7.293515981735159",,"0.25937954687175224",,"4.618198971432517","0",,,,,,
Zodiac Energy Ltd,ZODIAC,"Renewable Energy Equipment & Services","444.1827753","1.9581793219980992","117.94895233","4.16073478760046","1.1125608366987676","1.8093610852231543","1.4146161157461192","9.699354023993395","5.671350453381323","10.299740814148496","1.9597684653654799","35.43778494878323","11.98174965284666","60.35815412405107","13.280389602699982",,"5.68285714285714",,,
ICICI Prudential Silver ETF,SILVERIETF,"Silver","443.466746861",,,,,,,,,,,,,,,,,,,
NDL Ventures Ltd,NDLVENTURE,"Real Estate","441.232921584","10.324281150159743",,,"0","0","8.404153354632587","14.173228346456689","0.08161562213135275","0","0.0722731303576707",,"1.8373493975903612","0",,,"3.91666666666667",,,
Cybertech Systems and Software Ltd,CYBERTECH,"IT Services & Consulting","439.96867086899994","5.091640502354789","-84.6596281687","43.32631578947366","0.014050954899664876","0.03197803528889248","5.091640502354789","52.629757785467035","1.3571889270142665",,"0.9188981466925186",,"13.47431826365927","29.217484697563016",,,"6.80128205128205",,,
Neptune Petrochemicals Ltd,NEPTUNE,"Building Products - Ceramics","439.4779","1.4578508739582563",,"262.53846153846246","0.0005982650314089027","0.16227938976966796","1.2042923519433586","18.45316865166896","21.35522653901815","29.73348938304631","5.923544851011271","12.275720326593042","16.82275236593066","26.500620327991907","32.95623495805124",,,,,
Shree Rama Newsprint Ltd,RAMANEWS,"Paper Products","438.28795707200004","0.29009089888901357","122.8369154382","-1.942414174972315","0","0.031854718666269724","0.23745931994164513",,"-1.075498732503031","4.571125265392781","0.08753610707429536","79.84904784022295",,"32.61733961877433","111.72085462145843",,,,,
S & S Power Switchgear Ltd,S&SPOWER,"Electrical Components & Equipments","438.125025","1.9603174603174605",,"-0.9423076923076927","0.1945208076594938","0.1991657977059437","1.8730158730158732",,"20.19047619047617","0.9714285714285715","0.050153773361722255","375.735294117647",,"35.29481132075472","660.220588235294",,,,,
Kothari Products Ltd,KOTHARIPRO,"Commodities Trading","436.61574495","3.8967883389500173",,"-14.685512367491153","0.012728165670786608","0.13623639191290823","3.6037597953631892",,"1.3206705226517315","24.262378764675855","0.7132947200655885","15.04386703134862",,"205.76209090098388","22.01288659793814",,,,,
Sreeleathers Ltd,SREEL,"Footwear","436.40251116400003","1.5422185430463577",,"76.97619047619058","0.004782514607227872","0.0055399264228521965","0.778973509933775","94.5957268537918","23.079729025534135","15.215830648872526","0.4787021324888404","23.988174449552385","6.652674033376554","0.7169790020320614","19.417947011855794",,"4.8",,,
RMC Switchgears Ltd,RMC,"Electrical Components & Equipments","436.23759075","1.5237561317449193",,"5.892201834862382","0.15229563269876817","0.5473124300111981","1.3829011913104414","19.44392956441148","5.169863235413127","14.777229351760447","1.5060232443009027","24.700164781330724","19.09966172261253","136.9806993926492","77.18090317983435",,,,,
Lehar Footwears Ltd,LEHAR,"Footwear","436.047577335","1.3098412222887954",,"3.0452616690240406","0.052734548688305925","0.583815028901734","0.821749550629119","7.406651703733909","6.9755615897309315","3.0858165408853964","1.1828627639758051","118.28311734153598","8.297363958686592","92.58687805223299","95.04613988200292",,,,,
HRS Aluglaze Ltd,HRS,"Building Products - Others","435.872435625","0.9172413793103447",,"3.7410358565737076","1.2180824639841035","1.9205166418281174","0.47068965517241373","8.518028448561042","-15.935727788279767","2.34469696969697","0.6853101373872045","155.670436187399","11.651569673656791","76.59371293001185","136.6538772213247",,,,,
Euro Panel Products Ltd,EUROBOND,"Metals - Aluminium","435.806","1.4868352450469238",,"3.2038834951456345","0.15409442317796296","0.8728514598814079","0.4518378519290927","10.423968343697027","5.81050181419867","1.9125244741994571","1.4355496169003603","190.8472309368911","11.704768967852203","36.902526097509245","67.00686899375846",,,,,
Orbit Exports Ltd,ORBTEXP,"Textiles","434.91544856","3.3435334872979214","249.8566712769","31.73758865248228","0.020414883108330586","0.055281161965389805","1.8342956120092375","56.861377506538936","3.253672737120033","0","0.7674864260619612",,"13.532720454820376","42.7807948397836",,,"4.56639344262295",,,
Maruti Interior Products Ltd,SPITZE,"Cables","434.5176","1.936392914653784",,"12.189655172413795","0.01998873873873873","0.21874999999999997","1.1215780998389693","34.08609738884971","3.988187187641982","2.484251968503937","0.9744671403197158","146.92551505546754","14.228214932582011","76.63419913419914","51.04793977812996",,,,,
Sealmatic India Ltd,SEALMATIC,"Cables","434.455300125","4.517522803648583",,"40.37037037037033","0.032430853135956374","0.046065446045968066","2.1944311089774358","64.12736799677542","1.5317276862277232","0.8834437086092717","0.8633631740427856","413.15592203898046","17.09938034355634","73.65032616103593","138.4938780609695",,,,,
Alufluoride Ltd,ALUFLUOR,"Commodity Chemicals","434.4277751","5.0557398805573985",,"10.781376518218623","0.26151881324295123","0.2970822281167109","3.7823490378234905","38.95824365045201","3.8947260834014723","9.056730446458543","1.377856522996818","40.30151964418087","17.962900505902194","30.948275862068968","22.416790214974057",,,,,
Radiant Cash Management Services Ltd,RADIANTCMS,"Business Support Services","432.807266736","2.4364488558036945",,"3.5870967741935464","0.02067833698030635","0.42819110138584965","2.4312103666942377","30.847817433992276","2.1291352506324137","18.469135802469136","1.171735193144649","19.762700534759357","20.934720195792334","63.55038527199742","380.85895721925135",,,,,
Mangalam Global Enterprise Ltd,MGEL,"Commodity Chemicals","432.0473916","1.455902673475518",,"2.7721518987341724","0.09065197975587966","1.113873176540637","1.141273655752478","12.764275834815212","26.085643280443513","0","6.992549015588649",,"15.366762022993443","24.10186583024316",,,,,,
Veritas (India) Ltd,VERITAS,"Commodities Trading","432.04315","1.5768973289000958",,"3.8035934038887547","0.027687632482320066","0.10220413063460206","1.5304264387566107","9.699930812399112","4.4476571855881835","92.11393765675386","1.0235133328677886","3.962483955035201","4.028486671636892","130.89027076551199","39.78763597702491",,,,,
Swiss Military Consumer Goods Ltd,SWISSMLTRY,"Investment Banking & Brokerage","431.89693241000003","5.874454677653902","82.0727358567","29.780487804878035","0.1323586593047671","0.1323586593047671","4.532234609791566","23.287307488050974","2.5568650217706823",,"1.7101032849266133",,"7.3443609022556355","63.99641251532628",,,,,,
Rama Phosphates Ltd,RAMAPHO,"Fertilizers & Agro Chemicals","431.855942904","1.7578370537513095",,"7.5885660731021485","0.004687373723768222","0.3390264270897874","0.9157869288419695","20.03878474466707","5.029493631737283","0","1.4194439154446772",,"12.767265846736034","27.549864716799714",,,,,,
Xtglobal Infotech Ltd,XTGLOBAL,"IT Services & Consulting","430.93946416499995","2.499626958468043",,"5.1755485893416875","0.06133192945511978","0.1863648328507502","2.499626958468043","15.46896086369767","5.278479597540524",,"0.9718025768739965","0","6.624403161738146","64.34037190782784","4881.266666666667",,,,,
Plastiblends India Ltd,PLASTIBLEN,"Specialty Chemicals","430.12126","6.022454205239316","105.2275429225","23.81775700934582","0.005426265933808911","0.01120336802713133","3.2800866653535565","46.25661709100076","3.3058430580182256","0","1.6205945077269832",,"10.05543609067057","45.364350754646374",,,"4.40588235294118",,,
Divine Hira Jewellers Ltd,DIVINEHIRA,"Precious Metals, Jewellery & Watches","429.901945","2.9720951509606586",,"7.52054794520552","0.004144600506562285","0.4439327653695602","1.9336688014638608","32.335600907029736","33.591867756032684","0","18.7162820241372",,"16.76847892486264","5.175826102695792",,,,,,
True Colors Ltd,TRUECOLORS,"Electronic Equipments","428.743494","1.4157619622034583",,"7.846296296296299","0.41182834475297503","0.8566534439235484","0.9344591877764377","31.303386594312155","23.91448931116389","0","2.315547378104876",,"27.340775633993687","48.07815190041053",,,,,,
Kisan Mouldings Ltd,KISAN,"Building Products - Pipes","427.558309635","1.242906918865107","60.1883670321","-1.2484848484848503","0.007191797463433597","0.15685893386461927","0.6962667994026879",,"10.075914149443562","0","0.8351919877444116",,,"54.96380813380142",,,,,,
Hindustan Motors Ltd,HINDMOTORS,"Four Wheelers","427.125572771","1.7618129218900673","146.6364923082","234.49999999999997","0","0.5617554858934172","1.7618129218900673","48.129829984544045","1.6124338624338634",,"0.41657411362665525","0","29.198443579766536","0","24382",,"5.9",,,
Workmates Core2cloud Solution Ltd,WORKMATES,"IT Services & Consulting","425.67446","1.653558661033474",,"39.321428571428555","0.37134119702927043","0.38401048492791606","1.653558661033474","40.52953156822809","10.07988885029524",,"3.3452449567723344",,"35.41901238539488","37.72002067539628",,,,,,
