Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
ARC Finance Ltd,ARCFIN,"Investment Banking & Brokerage","47.933029264999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Pru Nifty Alpha Low- Volatility 30 ETF,ALPL30IETF,"Equity","47.912937039999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shekhawati Industries Ltd,SHEKHAWATI,"Textiles","47.80989",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Pacetronix Ltd,SHREEPAC,"Health Care Equipment & Supplies","47.6399385",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USG Tech Solutions Ltd,USGTECH,"IT Services & Consulting","47.61236568",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind Bank Housing Ltd,INDBNK,"Consumer Finance","47.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriental Trimex Ltd,ORIENTALTL,"Cement","47.48569319",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rithwik Facility Management Services Ltd,RITHWIKFMS,"Business Support Services","47.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanishk Aluminium India Ltd,KANISHK,"Building Products - Others","47.42976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seacoast Shipping Services Ltd,SEACOAST,"Logistics","47.40384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhandewalas Foods Ltd,JFL,"Packaged Foods & Meats","47.260206860000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahip Industries Ltd,MAHIP,"Packaging","47.1379608",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takyon Networks Ltd,TAKYON,"Communication & Networking","47.133702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lerthai Finance Ltd,LERTHAI,"Diversified Financials","47.082",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritesh International Ltd,RITESHIN,"Commodity Chemicals","47.070312083999994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Silver ETF,SILVER1,"Silver","46.9249515",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lippi Systems Ltd,LIPPISYS,"Industrial Machinery","46.872",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deccan Transcon Leasing Ltd,DECCANTRAN,"Logistics","46.81030288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodhani Capital Ltd,SODHACAP,"Asset Management","46.75631323",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolcon Engineering Company Ltd,ROLCOEN,"Industrial Machinery","46.7208",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veerhealth Care Ltd,VEERHEALTH,"Pharmaceuticals","46.676442984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN HR Solution Ltd,PANHR,"Employment Services","46.547379389999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD- Manum Finance Ltd,ADMANUM,"Specialized Finance","46.4925",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Tobacco Ltd,GOLDENTOBC,"FMCG - Tobacco","46.469628478",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akash Infra-Projects Ltd,AKASH,"Construction & Engineering","46.321380898",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiduja India Ltd,KIDUJA,"Investment Banking & Brokerage","46.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Polymers Ltd,AXELPOLY,"Commodity Chemicals","46.25972642",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incap Ltd,INCAP,"Electronic Equipments","46.1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombay Metrics Supply Chain Ltd,BMETRICS,"Logistics","46.1772",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTN Industries Ltd,GTNINDS,"Textiles","46.008411494",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vista Pharmaceuticals Ltd,VISTAPH,"Pharmaceuticals","45.917722622",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL International Ltd,CCLINTER,"Construction & Engineering","45.8511214",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simandhar Impex Ltd,SIMANDHAR,"Precious Metals, Jewellery & Watches","45.808021125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auri Grow India Ltd,AURIGROW,"Cables","45.76344",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callista Industries Ltd,CALLISTA,"Real Estate","45.72928588",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srestha Finvest Ltd,SRESTHA,"Diversified Financials","45.695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI Nifty 200 Quality 30 ETF,SBIETFQLTY,"Equity","45.582376455",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evans Electric Ltd,EVANS,"Business Support Services","45.5504",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mask Investments Ltd,MASKINVEST,"Investment Banking & Brokerage","45.4642985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
U H Zaveri Ltd,UHZAVERI,"Precious Metals, Jewellery & Watches","45.444852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share Samadhan Ltd,SSL,"Specialized Finance","45.3993811",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Trust Ltd,CAPTRUST,"Consumer Finance","45.359279771",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panafic Industrials Ltd,PANAFIC,"Diversified Financials","45.333",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sita Enterprises Ltd,SITAENT,"Diversified Financials","45.315",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umiya Tubes Ltd,UMIYA,"Iron & Steel","45.296507831999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM Securities Ltd,NAM,"Investment Banking & Brokerage","45.23888",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Chakra Cement Ltd,SRICC,"Cement","45.234",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaizen Agro Infrabuild Ltd,KAIZENAGRO,"Agro Products","45.142271664",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Hotels Ltd,JINDHOT,"Hotels, Resorts & Cruise Lines","45.115",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minal Industries Ltd,MINALIND,"Precious Metals, Jewellery & Watches","45.09665275",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manugraph India Ltd,MANUGRAPH,"Industrial Machinery","45.075120401999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurunanak Agriculture India Ltd,GURUNANAK,"Agricultural & Farm Machinery","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcast Steels Ltd,ZWELCAST,"Metals - Diversified","44.904198765",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rexpro Enterprises Ltd,REXPRO,"Business Support Services","44.8818723",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simplex Realty Ltd,SIMPLXREA,"Real Estate","44.87073",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aatmaj Healthcare Ltd,AATMAJ,"Hospitals & Diagnostic Centres","44.861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajnish Wellness Ltd,RAJNISH,"FMCG - Personal Products","44.675298139999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kontor Space Ltd,KONTOR,"Business Support Services","44.6505",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Beverages Ltd,ORIBEVER,"Soft Drinks","44.634975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Home Loan Ltd,INDIAHOME,"Home Financing","44.587639110000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dindigul Farm Product Ltd,DFPL,"Building Products - Ceramics","44.51014816",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarapur Transformers Ltd,TARAPUR,"Heavy Electrical Equipments","44.479525091",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhucon Projects Ltd,MADHUCON,"Construction & Engineering","44.42455388",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylph Industries Ltd,SYLPH,"IT Services & Consulting","44.390847060000006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Engineering Company Ltd,AUSTENG,"Industrial Machinery","44.272394",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Eco Energy Ltd,REALECO,"Real Estate","44.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srigee DLM Ltd,SRIGEE,"Industrial Machinery","44.1687984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarup Industries Ltd,SARUPINDUS,"Footwear","44.15133",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal Coatings (India) Ltd,METALCO,"Iron & Steel","43.9827804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mittal Life Style Ltd,MITTAL,"Textiles","43.956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyam Sports Ltd,TOYAMSL,"Diversified Financials","43.91394",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arex Industries Ltd,AREXMIS,"Textiles","43.90414",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMS Medisurgi Ltd,KMSMEDI,"Health Care Equipment & Supplies","43.824",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snehaa Organics Ltd,SNEHAA,"Specialty Chemicals","43.7697",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmitee Robotics India Ltd,NIRMITEE,"Education Services","43.7544342",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhanlaxmi Fabrics Ltd,DHANFAB,"Textiles","43.7207045",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravileela Granites Ltd,RALEGRA,"Building Products - Granite","43.72018",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova Iron and Steel Ltd,NOVIS,"Iron & Steel","43.692640992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marg Techno-Projects Ltd,MTPL,"Diversified Financials","43.6792",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunGarner Energies Ltd,SEL,"Renewable Energy Equipment & Services","43.6156875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artefact Projects Ltd,ARTEFACT,"Construction & Engineering","43.584525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem Erode Investments Ltd,SALEM,"Investment Banking & Brokerage","43.568976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundrex Oil Company Limited,SOCL,"Commodity Chemicals","43.529044",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Capital Ltd,SAICAPI,"Investment Banking & Brokerage","43.47743",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainik Finance & Industries Ltd,SAINIK,"Specialized Finance","43.4112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zerodha Nifty 1D Rate Liquid ETF,LIQUIDCASE,"Debt","43.408435018",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archidply Decor Ltd,ADL,"Wood Products","43.25532875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM Rubber Company Ltd,MMRUBBR-B,"Home Furnishing","43.11908052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagarsoft (India) Ltd,SAGARSOFT,"IT Services & Consulting","42.975016074",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helloji Holidays Ltd,HELLOJI,"Tour & Travel Services","42.9093",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Plastic Industries Ltd,NATPLAS,"Plastic Products","42.90912",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genus Prime Infra Ltd,GENUSPRIME,"Real Estate","42.86873568",,,,,,,,,,,,,,,,,,,,,,,,,,,,
N G Industries Ltd,NGIND,"Hospitals & Diagnostic Centres","42.852895",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB Stockholdings Ltd,HBSL,"Investment Banking & Brokerage","42.82599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Securities Ltd,CSL,"Investment Banking & Brokerage","42.512388",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Nifty 50 ETF,MOM50,"Equity","42.473866749",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI NIFTY 1D Rate Liquid ETF - Growth,SBILIQETF,"Debt","42.433518256",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandni Machines Ltd,CHANDNIMACH,"Commodities Trading","42.420032991",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampat Aluminium Ltd,SAMPAT,"Metals - Aluminium","42.4055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Futuristic Solutions Ltd,FUTSOL,"Diversified Financials","42.302252433",,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2B Software Technologies Ltd,B2BSOFT,"Software Services","42.223690199",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokak Textiles Ltd,GOKAKTEX,"Textiles","42.219504768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abm International Ltd,ABMINTLLTD,"Plastic Products","42.185472",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugal and Damani Share Brokers Ltd,SUGALDAM,"Investment Banking & Brokerage","42.175047236000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenleaf Envirotech Ltd,GREENLEAF,"Environmental Services","42.06802875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taparia Tools Ltd,TAPARIA,"Industrial Machinery","42.02995875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasi Electrodes Ltd,RASIELEC,"Agricultural & Farm Machinery","42.026175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinaroo Commercial Ltd,SPINAROO,"Packaging","41.957006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rathi Bars Ltd,RATHIBAR,"Iron & Steel","41.920026419",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybele Industries Ltd,CYBELEIND,"Building Products - Others","41.7457074",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Surfactants Ltd,STDSFAC,"FMCG - Household Products","41.72108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhusudan Securities Ltd,MADHUSE,"Investment Banking & Brokerage","41.660902215",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baba Food Processing (India) Ltd,BABAFP,"Agro Products","41.63232765",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uma Converter Ltd,UMA,"Packaging","41.5622863",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Midcap 150 ETF,MIDCAPIETF,"Equity","41.50582984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newmalayalam Steel Ltd,NMSTEEL,"Building Products - Others","41.49024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synoptics Technologies Ltd,SYNOPTICS,"IT Services & Consulting","41.4672",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Corp Ltd,KEYCORP,"Consumer Finance","41.436",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamilnadu Telecommunication Ltd,TNTELE,"Telecom Equipments","41.432667",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landmark Global Learning Ltd,LGLL,"Business Support Services","41.32305",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roopa Industries Ltd,ROOPAIND,"Specialty Chemicals","41.27824896",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Paper Mills Ltd,MOHITPPR,"Paper Products","41.258",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI Nifty Next 50 ETF,SETFNN50,"Equity","41.250120083999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshmi Finance and Industrial Corp Ltd,LFIC,"Diversified Financials","41.244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polylink Polymers (India) Ltd,POLYLINK,"Commodity Chemicals","41.038944",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudal Industries Ltd,SUDAI,"Metals - Aluminium","40.993940382",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirupati Foam Ltd,TIRUFOAM,"Home Furnishing","40.9851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pratik Panels Ltd,PRATIK,"Commodities Trading","40.9589385",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prism Medico and Pharmacy Ltd,PRISMMEDI,"Agro Products","40.947989132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasa Supergenerics Ltd,LASA,"Pharmaceuticals","40.932712263",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swashthik Plascon Ltd,SPL,"Plastic Products","40.8827895",,,,,,,,,,,,,,,,,,,,,,,,,,,,
K G Denim Ltd,KGDENIM,"Textiles","40.86669305",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKD Agri & Retail Ltd,RKDAGRRTL,"Retail - Speciality","40.85655",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajcon Global Services Ltd,AJCON,"Diversified Financials","40.856216",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icon Facilitators Ltd,ICON,"Business Support Services","40.8542008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seya Industries Ltd,SEYAIND,"Specialty Chemicals","40.75920836",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shining Tools Ltd,SHTL,"Industrial Machinery","40.74048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
N K Industries Ltd,NKIND,"Packaged Foods & Meats","40.7050527",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohra Industries Ltd,BOHRAIND,"Fertilizers & Agro Chemicals","40.65053184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
P B M Polytex Ltd,PBMPOLY,"Textiles","40.57933898",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee & Nee Softwares (Exports) Ltd,LEENEE,"IT Services & Consulting","40.547698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
H P Cotton Textile Mills Ltd,HPCOTTON,"Textiles","40.51426",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiva Global Agro Industries Ltd,SHIVAAGRO,"Fertilizers & Agro Chemicals","40.481643",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambica Agarbathies Aroma & Industries Ltd,AMBICAAGAR,"Specialty Chemicals","40.452777",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manoj Jewellers Ltd,MANOJJEWEL,"Retail - Speciality","40.435326",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Nifty 50 Value 20 ETF,NV20,"Equity","40.404536639999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyan Capitals Ltd,KALYANCAP,"Consumer Finance","40.330064639999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVC Industries Ltd,SVCIND,"Commodity Chemicals","40.284551944",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raminfo Ltd,RAMINFO,"Software Services","40.089629030000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertexplus Technologies Ltd,VERTEXPLUS,"IT Services & Consulting","40.083274",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty 5 yr Benchmark G-Sec,GILT5YBEES,"Debt","40.08325752",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan India Corp Ltd,PANINDIAC,"Diversified Financials","40.0659655",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bervin Investment and Leasing Ltd,BERVINL,"Diversified Financials","40.0657933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanbik Agro Ltd,STANBIK,"Agro Products","39.974541",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nettlinx Ltd,NETTLINX,"IT Services & Consulting","39.963959472000006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Core Electronics Ltd,FIVECORE,"Electronic Equipments","39.8828562393207",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCS Technology Ltd,PCS,"IT Services & Consulting","39.764384946",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avax Apparels and Ornaments Ltd,AVAX,"Apparel & Accessories","39.737401919999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSEL Algo Ltd,BSELALGO,"Investment Banking & Brokerage","39.67051272",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envair Electrodyne Ltd,ENVAIREL,"Industrial Machinery","39.66736",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rulka Electricals Ltd,RULKA,"Heavy Electrical Equipments","39.645704",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relic Technologies Ltd,RELICTEC,"Diversified Financials","39.58544112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagardeep Alloys Ltd,SAGARDEEP,"Metals - Diversified","39.5561106",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasandik Engineering Industries India Ltd,RASANDIK,"Auto Parts","39.4828",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashoka Metcast Ltd,ASHOKAMET,"Commodities Trading","39.468684",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Foundry Ltd,GFSTEELS,"Iron & Steel","39.46771",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swastika Castal Ltd,SWASTIKAAL,"Metals - Aluminium","39.43212",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri KPR Industries Ltd,SRIKPRIND,"Building Products - Pipes","39.36468803",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Tea Co Ltd,DIANATEA,"Tea & Coffee","39.336384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jet Knitwears Ltd,JETKNIT,"Apparel & Accessories","39.312224",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khyati Global Ventures Ltd,KGVL,"Food Distributors","39.2518125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasundhara Rasayans Ltd,VRL,"Pharmaceuticals","39.218988",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanchay Finvest Ltd,SANCF,"Investment Banking & Brokerage","39.136",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKP Mobility Ltd,MKPMOB,"Auto Parts","39.0904038",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirman Agri Genetics Ltd,NIRMAN,"Agro Products","39.08721888",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agni Green Power Ltd,AGNI,"Renewable Energy","39.0696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glance Finance Ltd,GLANCE,"Investment Banking & Brokerage","39.0157905",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crestchem Ltd,CRSTCHM,"Specialty Chemicals","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biogen Pharmachem Industries Ltd,BIOGEN,"Biotechnology","38.962362821",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEC Education Ltd,IECEDU,"Education Services","38.913",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGT Global Hospitality Ltd,LGT,"Tour & Travel Services","38.89712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iykot Hitech Toolroom,IYKOTHITE,"Industrial Machinery","38.85648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murae Organisor Ltd,MURAE,"Fertilizers & Agro Chemicals","38.852354079",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aro Granite Industries Ltd,AROGRANITE,"Building Products - Granite","38.709",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camex Ltd,CAMEXLTD,"Specialty Chemicals","38.7011817",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VL Infraprojects Ltd,VLINFRA,"Water Management","38.65275",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indobell Insulations Ltd,INDOBELL,"Building Products - Others","38.637605616",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Pebble Ltd,BLUEPEBBLE,"Construction & Engineering","38.6376",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akshar Spintex Ltd,AKSHAR,"Textiles","38.5859565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Kanha Stainless Ltd,SHRIKANHA,"Building Products - Others","38.56644",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam Finserv Ltd,ANUPAM,"Consumer Finance","38.52285325",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promax Power Ltd,PROMAX,"Power Generation","38.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citadel Realty and Developers Ltd,CITADEL,"Real Estate","38.493",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Tradelink Ltd,ORIENTTR,"Movies & TV Serials","38.49216006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auro Impex & Chemicals Ltd,AUROIMPEX,"Metals - Diversified","38.310512",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreeshay Engineers Ltd,SHREESHAY,"Real Estate","38.2898484",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKV Agro Powers Ltd,KKVAPOW,"Renewable Energy","38.2243506",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaival Reality Ltd,SHAIVAL,"Real Estate","38.1942",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Transformers Ltd,ALFATRAN,"Heavy Electrical Equipments","38.15818965",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Technoprojects India Ltd,FALCONTECH,"Construction & Engineering","38.0332303",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Condo's Ltd,COUNCODOS,"Real Estate","38.022677",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Merc Ltd,ROSEMER,"Commodities Trading","37.978080985000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Crop Safe Ltd,SUCROSA,"Commodity Chemicals","37.962488",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebra Integrated Technologies Ltd,CEREBRAINT,"Technology Hardware","37.931368866",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kretto Syscon Ltd,KRETTOSYS,"IT Services & Consulting","37.931301016000006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Oxygen Ltd,NOL,"Commodity Chemicals","37.812845114999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bodhtree Consulting Ltd,BODHTREE,"IT Services & Consulting","37.71810825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexus Granito (India) Ltd,LEXUS,"Building Products - Ceramics","37.682441436000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem Spinners India Ltd,GEMSPIN,"Textiles","37.682401860000006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subhash Silk Mills Ltd,SUBSM,"Textiles","37.621716",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex Sealing & Packing Industries Ltd,REXSEAL,"Specialty Chemicals","37.4825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Nifty MidSmallcap400 Momentum Q100 ETF,MIDSMALL,"Equity","37.451901164",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saven Technologies Ltd,7TEC,"IT Services & Consulting","37.357620632",,,,,,,,,,,,,,,,,,,,,,,,,,,,
