Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
Team India Guaranty Ltd,TEAMGTY,"Specialized Finance","240.74659873000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Ajit Pulp and Paper Ltd,SAPPL,"Paper Products","240.61561985",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silkflex Polymers (India) Ltd,SILKFLEX,"Specialty Chemicals","240.555075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahickra Chemicals Ltd,MAHICKRA,"Specialty Chemicals","239.509795",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magson Retail And Distribution Ltd,MAGSON,"FMCG - Foods","239.2953266",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trishakti Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","238.580444",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeroflex Neu Ltd,AERONEU,"Packaging","238.380836",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nectar Lifesciences Ltd,NECLIFE,"Pharmaceuticals","238.35821019000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL Educate Ltd,CLEDUCATE,"Education Services","238.15162353600002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shardul Securities Ltd,SHARDUL,"Investment Banking & Brokerage","237.891196635",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destiny Logistics & Infra Ltd,DESTINY,"Logistics","237.45957",,,,,,,,,,,,,,,,,,,,,,,,,,,,
C K K Retail Mart Ltd,CKKRETAIL,"Agro Products","237.35484",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELGI Rubber Co Ltd,ELGIRUBCO,"Tires & Rubber","237.237",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Organic Chemicals Ltd,HOCL,"Commodity Chemicals","237.1882161",,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Van Der Horst Ltd,UVDRHOR,"Industrial Machinery","236.84325",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivam Autotech Ltd,SHIVAMAUTO,"Auto Parts","236.6913942",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudra Ecovation Ltd,RUDRAECO,"Textiles","235.911456",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Clothing Ltd,VIPCLOTHNG,"Apparel & Accessories","235.868951223",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMS TMT Ltd,VMSTMT,"Building Products - Others","235.84750992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intense Technologies Ltd,INTENTECH,"IT Services & Consulting","235.71231447600002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasch Gauging Technologies Ltd,JGTL,"Industrial Machinery","235.70932",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivashrit Foods Ltd,SHIVASHRIT,"FMCG - Foods","235.6701",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Recycling Systems Ltd,ORGANICREC,"Construction & Engineering","235.58971725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interiors & More Ltd,INM,"Plastic Products","235.04544",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birla Precision Technologies Ltd,BIRLAPREC,"Industrial Machinery","234.91153309499998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Next 50 ETF,NEXT50IETF,"Equity","234.86379609000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S V J Enterprises Ltd,SVJ,"Packaging","234.5391",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propshare Celestia,PSCELESTIA,"Real Estate","234.4446",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cospower Engineering Ltd,COSPOWER,"Electrical Components & Equipments","234.15375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balaji Phosphates Ltd,BALAJIPHOS,"Fertilizers & Agro Chemicals","234.0855495",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL&FS Investment Managers Ltd,IVC,"Asset Management","233.9543913",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alankit Ltd,ALANKIT,"Investment Banking & Brokerage","233.4671241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chembond Material Technologies Ltd,CHEMBOND,"Specialty Chemicals","233.31434851199998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramdevbaba Solvent Ltd,RBS,"FMCG - Household Products","233.18577",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCM Shriram Fine Chemicals Ltd,DSFCL,"Specialty Chemicals","233.1390558",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veer Global Infraconstruction Ltd,VGIL,"Construction & Engineering","233.093077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Intech Ltd,COMFINTE,"Consumer Finance","232.91492224",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Vectra Helicorp Ltd,GLOBALVECT,"Airlines","232.736",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Surfaces Ltd,GSLSU,"Building Products - Ceramics","231.82854446",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty SDL Apr 2026 Top 20 Eq.Wgt.,SDL26BEES,"Debt","231.2649567",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaai Casting Limited,TCL,"Auto Parts","231.2436515",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovators Facade Systems Ltd,INNOVATORS,"Construction & Engineering","230.6589528",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmforce Autotech Ltd,EMMFORCE,"Auto Parts","230.6205",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novus Loyalty Ltd,NOVUS,"Advertising","230.609466",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Fin Capital Services Ltd,PROFINC,"Investment Banking & Brokerage","229.92659848800002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exim Routes Ltd,EXIMROUTES,"Commodities Trading","229.33696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Infraprojects Ltd,CURRENT,"Construction & Engineering","228.53138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indag Rubber Ltd,INDAG,"Auto Parts","228.2175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonam Ltd,SONAMLTD,"Precious Metals, Jewellery & Watches","228.1824",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSM Fresh Foods Ltd,ZAPPFRESH,"Packaged Foods & Meats","227.77455035999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic Carbon India Co Ltd,PANCARBON,"Batteries","227.568",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic Energy India Co Ltd,PANAENERG,"Batteries","227.5125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibhor Steel Tubes Ltd,VSTL,"Iron & Steel","227.302804241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus Eye Hospital and Institute Ltd,LOTUSEYE,"Hospitals & Diagnostic Centres","227.13751625999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC Industries Ltd,NTCIND,"FMCG - Tobacco","226.859375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pritika Auto Industries Ltd,PRITIKAUTO,"Auto Parts","226.79025245399998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRE Renew Enertech Ltd,GRERENEW,"Renewable Energy","226.60768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear Secured Services Ltd,CSSL,"Business Support Services","226.0428528",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maral Overseas Ltd,MARALOVER,"Textiles","225.637488",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fidel Softech Ltd,FIDEL,"IT Services & Consulting","225.509184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amba Auto Sales and Services Ltd,AMBAAUTO,"Two Wheelers","225.47682",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarjuna Fertilizers and Chemicals Ltd,NAGAFERT,"Fertilizers & Agro Chemicals","225.470506131",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaarad Ventures Ltd,VAARAD,"Conglomerates","224.9127",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyds Luxuries Ltd,LLOYDS,"Wellness Services","224.816341995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVAX Technologies Ltd,HVAX,"Pharmaceuticals","224.6491875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiva Texyarn Ltd,SHIVATEX,"Textiles","224.267897613",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVIO Smart Market Stack Ltd,ASMS,"Payment Infrastructure","223.8639039",,,,,,,,,,,,,,,,,,,,,,,,,,,,
P H Capital Ltd,PHCAP,"Investment Banking & Brokerage","223.50745",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAC Foods India Ltd,HOACFOODS,"FMCG - Foods","223.4685831",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macobs Technologies Ltd,MACOBSTECH,"Wellness Services","223.33056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","223.28055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
C P S Shapers Ltd,CPS,"Retail - Apparel","223.24596",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandrima Mercantiles Ltd,CHANDRIMA,"Precious Metals, Jewellery & Watches","222.8903955",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recode Studios Ltd,RECODE,"FMCG - Personal Products","222.30712444",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyani Forge Ltd,KALYANIFRG,"Iron & Steel","222.02714",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samor Reality Ltd,SAMOR,"Real Estate","221.7512",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shalibhadra Finance Ltd,SAHLIBHFI,"Consumer Finance","221.5316048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remi Edelstahl Tubulars Ltd,REMIEDEL,"Iron & Steel","221.38480845",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agarwal Toughened Glass India Ltd,AGARWALTUF,"Building Products - Glass","221.197619",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikas Ecotech Ltd,VIKASECO,"Specialty Chemicals","221.088253",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIM Teknoforge Ltd,HIMTEK,"Auto Parts","221.0837424",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silgo Retail Ltd,SILGO,"Precious Metals, Jewellery & Watches","220.81826737600002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generic Engineering Construction and Projects Ltd,GENCON,"Construction & Engineering","220.707626187",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Wood Products Co Ltd,IWP,"Wood Products","220.3860204",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTT Data Solutions Ltd,GTTDATA,"Software Services","220.331597382",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diksat Transworld Ltd,DIKSAT,"TV Channels & Broadcasters","219.46136625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Club Hospitality & Holidays Ltd,CCHHL,"Hotels, Resorts & Cruise Lines","219.0427449",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashwini Container Movers Ltd,ASHWINI,"Logistics","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC Systems India Ltd,DRCSYSTEMS,"Advertising","218.71545894000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manaksia Aluminium Co Ltd,MANAKALUCO,"Metals - Aluminium","217.90071625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gamco Ltd,GAMCO,"Specialized Finance","217.855008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invesco India Gold Exchange Traded Fund,IVZINGOLD,"Gold","217.734984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surani Steel Tubes Ltd,SURANI,"Building Products - Pipes","217.672504",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finbud Financial Services Ltd,FINBUD,"Consumer Finance","217.164072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kataria Industries Ltd,KATARIA,"Construction & Engineering","217.03483871999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASI Industries Ltd,ASIIL,"Mining - Diversified","216.81030836999997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Competent Automobiles Company Ltd,COMPEAU,"Retail - Speciality","216.80015",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyka Labs Ltd,LYKALABS,"Pharmaceuticals","216.53123",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreyans Industries Ltd,SHREYANIND,"Paper Products","216.03624285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Herbert (India) Ltd,ALFREDHE,"Industrial Machinery","216.00012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhanashree Electronics Ltd,DEL,"Electrical Components & Equipments","215.688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesar Petroproducts Ltd,KESARPE,"Commodity Chemicals","215.5811691",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atishay Ltd,ATISHAY,"Outsourced services","214.56428935",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power and Instrumentation (Gujarat) Ltd,PIGL,"Power Infrastructure","214.4197881",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilachal Carbo Metalicks Ltd,NCML,"Metals - Coke","214.3722",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graviss Hospitality Ltd,GRAVISSHO,"Hotels, Resorts & Cruise Lines","214.025574725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDH Industries Ltd,BDH,"Pharmaceuticals","213.941268",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMA Partners India Ltd,EMAPARTNER,"Employment Services","213.8671192",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sintercom India Ltd,SINTERCOM,"Industrial Machinery","213.505787432",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wise Travel India Ltd,WTICAB,"Tour & Travel Services","213.35405952",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Alpha Tech Ltd,ACEALPHA,"Software Services","213.24426613",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Continent Hotels Ltd,GCHOTELS,"Hotels, Resorts & Cruise Lines","213.185492665",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Paper Mills Ltd,STARPAPER,"Paper Products","212.91350235",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spice Islands Industries Ltd,SPICEISLIN,"Hotels, Resorts & Cruise Lines","212.49401516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worth Peripherals Ltd,WORTHPERI,"Packaging","212.291978",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VETO Switch Gears And Cables Ltd,VETO,"Electrical Components & Equipments","212.21423041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Trade Links Ltd,CTL,"Consumer Finance","212.19648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plaza Wires Ltd,PLAZACABLE,"Industrial Machinery","212.110074144",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neelamalai Agro Industries Ltd,NEAGI,"Tea & Coffee","211.5321831",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zodiac Clothing Company Ltd,ZODIACLOTH,"Apparel & Accessories","211.345234307",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bimetal Bearings Ltd,BIMETAL,"Auto Parts","211.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKI Energy Services Ltd,EKI,"Environmental Services","211.1391555",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYBEE Laminations Ltd,JAYBEE,"Electrical Components & Equipments","209.540166",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aion-Tech Solutions Ltd,GOLDTECH,"IT Services & Consulting","209.465438688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revathi Equipment India ltd,RVTH,"Industrial Machinery","208.751475295",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakthi Sugars Ltd,SAKHTISUG,"Sugar","208.698907216",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossell India Ltd,ROSSELLIND,"Tea & Coffee","208.499203225",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ushanti Colour Chem Ltd,UCL,"Specialty Chemicals","208.3005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jainik Power Cables Ltd,JAINIK,"Cables","208.04165",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kothari Sugars and Chemicals Ltd,KOTARISUG,"Sugar","207.88455864000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Cable Industries Ltd,PRIMECAB,"Cables","207.4283592",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicagen India Ltd,SICAGEN,"Building Products - Pipes","207.395195844",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Finance Ltd,EMERALD,"Consumer Finance","207.34553495699998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Race Eco Chain Ltd,RACE,"Textiles","207.2934864",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Nutri Foods Ltd,MNFL,"FMCG - Foods","206.82783",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacenet Enterprises India Ltd,SPCENET,"Online Services","206.088072168",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel Chem Specialities Ltd,PATELCHEM,"Specialty Chemicals","205.9236",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhilwara Technical Textiles Ltd,BTTL,"Textiles","205.82427343",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergent Industrial Solutions Ltd,EMERGENT,"Commodities Trading","205.55931",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Spirits Ltd,NSL,"FMCG - Foods","205.45536",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshmi Electrical Control Systems Ltd,LAKSELEC,"Electrical Components & Equipments","205.31674",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBG Hotels Ltd,HBGHOTELS,"Hotels, Resorts & Cruise Lines","205.1926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Neers Tools Ltd,DENEERS,"Industrial Machinery","205.133544",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airan Ltd,AIRAN,"IT Services & Consulting","204.78276",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transchem Ltd,TRANSCHEM,"Pharmaceuticals","204.7752",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxygenta Pharmaceutical Ltd,OXYGENTAPH,"Pharmaceuticals","204.592722",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infinity Infoway Ltd,INFINITY,"Software Services","204.4875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo Us Bio-Tech Ltd,INDOUS,"Agro Products","204.349932",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wardwizard Innovations & Mobility Ltd,WARDINMOBI,"Two Wheelers","204.255045834",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anya Polytech & Fertilizers Ltd,ANYA,"Fertilizers & Agro Chemicals","204",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murudeshwar Ceramics Ltd,MURUDCERA,"Building Products - Ceramics","203.7347999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BharatRohan Airborne Innovations Ltd,BHARATROHAN,"Agricultural & Farm Machinery","203.5136493",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speciality Medicines Ltd,SPML,"Pharmaceuticals","203.34724842",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetech E-Commerce Ltd,ACETEC,"Retail - Online","203.158314",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Electronics Ltd,PRECISIO,"Communication & Networking","202.94994336",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parsvnath Developers Ltd,PARSVNATH,"Real Estate","201.92406288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudra Global Infra Products Ltd,RUDRA,"Iron & Steel","201.490406624",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitiraj Engineers Ltd,NITIRAJ,"Electronic Equipments","201.257883",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quint Digital Ltd,QUINT,"Online Services","200.87007404000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cochin Minerals and Rutile Ltd,COCHINM,"Diversified Chemicals","200.448",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Steels Ltd,SCANSTL,"Iron & Steel","200.4198489",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaidya Sane Ayurved Laboratories Ltd,MADHAVBAUG,"Labs & Life Sciences Services","199.88665",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active Clothing Co Ltd,ACTIVE,"Textiles","199.874890275",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crescentis Capital Ltd,CRESCENTIS,"Specialized Finance","198.803320065",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexora Global Ltd,YASTF,"Investment Banking & Brokerage","198.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goyal Salt Ltd,GOYALSALT,"Commodity Chemicals","198.1557675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gradiente Infotainment Ltd,GRADIENTE,"Movies & TV Serials","198.1104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady And Morris Engineering Co Ltd,BRADYM,"Industrial Machinery","198.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simmonds Marshall Ltd,SIMMOND,"Industrial Machinery","198.016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khadim India Ltd,KHADIM,"Footwear","197.32868753399998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCAL Ltd,UCAL,"Auto Parts","196.67858075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stratmont Industries Ltd,STRATMONT,"Commodities Trading","196.635372",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game Changers Texfab Ltd,TRADEUNO,"Apparel & Accessories","196.37363365",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterbase Ltd,WATERBASE,"Packaged Foods & Meats","195.617250438",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capitalnumbers Infotech Ltd,CNINFOTECH,"IT Services & Consulting","195.41592",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumit Woods Ltd,SUMIT,"Real Estate","194.97251917100002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVP Infracon Ltd,AVPINFRA,"Construction & Engineering","194.83776",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affordable Robotic & Automation Ltd,AFFORDABLE,"Industrial Machinery","194.66625073",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swadeshi Industries and Leasing Ltd,SWADEIN,"Plastic Products","194.62169925",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astonea Labs Ltd,ASTONEALAB,"Pharmaceuticals","194.4535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana Sugars Ltd,RANASUG,"Sugar","194.2632923",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avance Technologies Ltd,AVANCE,"IT Services & Consulting","194.22790814",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Salasar Investments Ltd,SALSAIN,"Investment Banking & Brokerage","193.8216",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsu Chem Plast Ltd,MITSU,"Commodity Chemicals","193.68954234",,,,,,,,,,,,,,,,,,,,,,,,,,,,
T T Ltd,TTL,"Textiles","193.216586112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldstar Power Ltd,GOLDSTAR,"Batteries","193.1839875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dai Ichi Karkaria Ltd,DAICHI,"Specialty Chemicals","192.278964345",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikita Greentech Recycling Ltd,NIKITA,"Paper Products","192.162941",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajanta Soya Ltd,AJANTSOY,"Agro Products","192.11289713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optivalue Tek Consulting Ltd,OPTIVALUE,"IT Services & Consulting","191.97348",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflame Appliances Ltd,INFLAME,"Housewares","191.7696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filatex Fashions Ltd,FILATFASH,"Apparel & Accessories","191.683672675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tainwala Chemicals and Plastics (India) Ltd,TAINWALCHM,"Plastic Products","191.43481517200001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sikko Industries Ltd,SIKKO,"Fertilizers & Agro Chemicals","191.3184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangam Finserv Ltd,SANGAMFIN,"Specialized Finance","191.06566225",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Wings Ltd,TRADWIN,"Tour & Travel Services","190.755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envirotech Systems Ltd,ENVIRO,"Electronic Equipments","190.7185",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Holdings and Hospitality India Ltd,SUPREME,"Real Estate","190.490338437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accretion Nutraveda Ltd,ANL,"Pharmaceuticals","190.412",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infollion Research Services Ltd,INFOLLION,"Business Support Services","190.2524764",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jullundur Motor Agency (Delhi) Ltd,JMA,"Auto Parts","190.03756927999999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zee Learn Ltd,ZEELEARN,"Education Services","189.6959629",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRIL Ltd,RRIL,"Textiles","189.21550669",,,,,,,,,,,,,,,,,,,,,,,,,,,,
M K Proteins Ltd,MKPL,"FMCG - Household Products","189.187488",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gillanders Arbuthnot & Co Ltd,GILLANDERS,"Conglomerates","188.43157283399998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Seas Entertainment Ltd,7SEASL,"Online Services","188.203011035",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safety Controls & Devices Ltd,SCDL,"Power Infrastructure","188.01943151700002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bannari Amman Spinning Mills Ltd,BASML,"Textiles","187.975074",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijay Solvex Ltd,VIJSOLX,"Agro Products","187.94615073",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desco Infratech Ltd,DESCO,"Construction & Engineering","187.33297524",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanta Tech Ltd,NANTA,"Electronic Equipments","187.251205",,,,,,,,,,,,,,,,,,,,,,,,,,,,
